#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2018-06-01 to 2018-08-31
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1070: Anchorage Hillside, AK
#	SNOTEL 960: Eagle Summit, AK
#	SNOTEL 1268: Fielding Lake, AK
#	SNOTEL 641: Frostbite Bottom, AK
#	SNOTEL 946: Indian Pass, AK
#	SNOLITE 768: Look Eyrie, AK
#	SNOTEL 1103: Mt. Alyeska, AK
#	SNOLITE 1279: Nicks Valley, AK
#	SNOTEL 1090: Upper Nome Creek, AK
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Air Temperature Average             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment             Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches              N/A           PRCPSA        Snow adjusted total preciptation                                                                   
# Snow Depth                          Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent               Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2018-06-01 to 2018-08-31
#
# As of: Jul 30, 2021 8:35:13 AM GMT-08:00
#
Date,Station Name,Network Code,Station Id,Latitude,Longitude,Elevation (ft),Air Temperature Average (degF),Air Temperature Maximum (degF),Precipitation Increment (in),Precipitation Increment - Snow-adj (in),Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values
2018-06-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,62,,,0,0.0
2018-06-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,61,,,0,0.0
2018-07-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,64,,,0,0.0
2018-07-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,57,69,,,0,0.0
2018-07-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,58,75,,,0,0.0
2018-07-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,59,74,,,0,0.0
2018-07-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,64,,,0,0.0
2018-07-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,68,,,0,0.0
2018-07-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,56,73,,,0,0.0
2018-07-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,58,,,0,0.0
2018-07-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,54,,,0,0.0
2018-07-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,48,53,,,0,0.0
2018-07-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,43,,,0,0.0
2018-07-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,,0,0.0
2018-07-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,59,76,,,0,0.0
2018-07-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,58,76,,,0,0.0
2018-07-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,58,73,,,0,0.0
2018-07-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,57,69,,,0,0.0
2018-07-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,56,66,,,0,0.0
2018-07-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,63,,,0,0.0
2018-07-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,59,73,,,0,0.0
2018-07-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,58,71,,,0,0.0
2018-07-31,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,58,78,,,0,0.0
2018-08-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,57,69,,,0,0.0
2018-08-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,56,,,0,0.0
2018-08-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,55,,,0,0.0
2018-08-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,55,,,0,0.0
2018-08-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,55,,,0,0.0
2018-08-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,56,,,0,0.0
2018-08-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,47,53,,,0,0.0
2018-08-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,50,,,0,0.0
2018-08-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,47,51,,,0,0.0
2018-08-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,48,60,,,0,0.0
2018-08-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,49,55,,,0,0.0
2018-08-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,61,,,0,0.0
2018-08-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,49,53,,,0,0.0
2018-08-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,50,,,0,0.0
2018-08-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,53,,,0,0.0
2018-08-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,44,47,,,0,0.0
2018-08-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,56,,,0,0.0
2018-08-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,57,,,0,0.0
2018-08-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,60,,,0,0.0
2018-08-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,55,,,0,0.0
2018-08-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,53,,,0,0.0
2018-08-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,49,57,,,0,0.0
2018-08-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,48,54,,,0,0.0
2018-08-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,52,,,0,0.0
2018-08-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,58,,,0,0.0
2018-08-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,49,,,0,0.0
2018-08-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,47,55,,,0,0.0
2018-08-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,54,,,0,0.0
2018-08-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,44,59,,,0,0.0
2018-08-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,43,47,,,0,0.0
2018-08-31,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,43,53,,,0,0.0
2018-06-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,59,0.00,0.00,27,8.7
2018-06-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,62,0.00,0.00,24,7.7
2018-06-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,58,0.00,0.00,21,6.4
2018-06-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,55,0.00,0.00,17,4.6
2018-06-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,42,47,0.00,0.00,15,3.8
2018-06-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,43,55,0.00,0.00,12,3.3
2018-06-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,59,0.00,0.00,10,2.2
2018-06-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,56,0.00,0.00,7,1.0
2018-06-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,60,0.00,0.00,1,0.5
2018-06-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,52,64,0.00,0.00,0,0.0
2018-06-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,41,50,0.30,0.30,0,0.0
2018-06-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,42,51,0.00,0.00,0,0.0
2018-06-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,58,0.00,0.00,0,0.0
2018-06-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,62,0.00,0.00,0,0.0
2018-06-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,42,48,1.10,1.10,0,0.0
2018-06-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,51,0.10,0.10,0,0.0
2018-06-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,50,0.00,0.00,0,0.0
2018-06-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,53,0.20,0.20,0,0.0
2018-06-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,54,0.00,0.00,0,0.0
2018-06-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,63,0.00,0.00,0,0.0
2018-06-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,57,0.00,0.00,0,0.0
2018-06-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,50,0.10,0.10,0,0.0
2018-06-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,53,0.00,0.00,0,0.0
2018-06-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,50,0.00,0.00,0,0.0
2018-06-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,53,0.00,0.00,0,0.0
2018-06-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,55,0.00,0.00,0,0.0
2018-06-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,48,0.00,0.00,0,0.0
2018-06-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,52,0.00,0.00,0,0.0
2018-06-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,53,0.00,0.00,0,0.0
2018-06-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,52,0.00,0.00,0,0.0
2018-07-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,65,0.00,0.00,0,0.0
2018-07-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,60,69,0.00,0.00,0,0.0
2018-07-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,63,74,0.00,0.00,0,0.0
2018-07-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,61,70,0.00,0.00,0,0.0
2018-07-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,60,70,0.00,0.00,0,0.0
2018-07-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,60,71,0.00,0.00,0,0.0
2018-07-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,57,66,0.00,0.00,0,0.0
2018-07-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,53,0.00,0.00,0,0.0
2018-07-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,50,0.10,0.10,0,0.0
2018-07-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,48,0.20,0.20,0,0.0
2018-07-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,43,47,0.70,0.70,0,0.0
2018-07-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,59,0.00,0.00,0,0.0
2018-07-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,53,0.00,0.00,0,0.0
2018-07-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,52,0.10,0.10,0,0.0
2018-07-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,54,0.20,0.20,0,0.0
2018-07-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,54,0.10,0.10,0,0.0
2018-07-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,60,0.10,0.10,0,0.0
2018-07-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,65,0.00,0.00,0,0.0
2018-07-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,66,0.00,0.00,0,0.0
2018-07-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,64,0.00,0.00,0,0.0
2018-07-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,58,69,0.00,0.00,0,0.0
2018-07-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,55,66,0.00,0.00,0,0.0
2018-07-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,63,0.00,0.00,0,0.0
2018-07-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,57,0.00,0.00,0,0.0
2018-07-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,52,55,0.00,0.00,0,0.0
2018-07-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,52,54,0.10,0.10,0,0.0
2018-07-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,52,56,0.00,0.00,0,0.0
2018-07-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,55,0.00,0.00,0,0.0
2018-07-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,60,0.00,0.00,0,0.0
2018-07-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,57,67,0.00,0.00,0,0.0
2018-07-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,60,72,0.00,0.00,0,0.0
2018-08-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,57,0.30,0.30,0,0.0
2018-08-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,50,0.40,0.40,0,0.0
2018-08-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,63,0.00,0.00,0,0.0
2018-08-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,56,60,0.00,0.00,0,0.0
2018-08-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,55,0.40,0.40,0,0.0
2018-08-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,52,57,0.40,0.40,0,0.0
2018-08-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,53,1.00,1.00,0,0.0
2018-08-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,49,0.20,0.20,0,0.0
2018-08-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,55,0.00,0.00,0,0.0
2018-08-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,60,0.10,0.10,0,0.0
2018-08-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,53,0.90,0.90,0,0.0
2018-08-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,55,0.40,0.40,0,0.0
2018-08-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,51,0.60,0.60,0,0.0
2018-08-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,47,0.30,0.30,0,0.0
2018-08-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,49,0.20,0.20,0,0.0
2018-08-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,53,0.10,0.10,0,0.0
2018-08-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,53,0.10,0.10,0,0.0
2018-08-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,47,0.00,0.00,0,0.0
2018-08-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,51,0.30,0.30,0,0.0
2018-08-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,53,0.30,0.30,0,0.0
2018-08-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,50,1.30,1.30,0,0.0
2018-08-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,58,0.00,0.00,0,0.0
2018-08-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,50,0.70,0.70,0,0.0
2018-08-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,50,0.10,0.10,0,0.0
2018-08-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,52,0.00,0.00,0,0.0
2018-08-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,47,1.70,1.70,0,0.0
2018-08-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,49,0.10,0.10,0,0.0
2018-08-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,56,0.00,0.00,0,0.0
2018-08-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,59,0.00,0.00,0,0.0
2018-08-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,51,0.20,0.20,0,0.0
2018-08-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,52,0.00,0.00,0,0.0
2018-06-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,58,0.00,0.00,0,0.0
2018-06-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,58,0.00,0.00,0,0.0
2018-06-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,57,0.00,0.00,0,0.0
2018-06-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,57,0.00,0.00,0,0.0
2018-06-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,44,49,0.00,0.00,0,0.0
2018-06-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,56,0.00,0.00,0,0.0
2018-06-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,59,0.00,0.00,0,0.0
2018-06-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,55,0.00,0.00,0,0.0
2018-06-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,61,0.00,0.00,0,0.0
2018-06-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,65,0.00,0.00,0,0.0
2018-06-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,44,48,0.90,0.90,0,0.0
2018-06-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,44,53,0.00,0.00,0,0.0
2018-06-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,59,0.00,0.00,0,0.0
2018-06-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,60,0.00,0.00,0,0.0
2018-06-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,44,50,1.50,1.50,0,0.0
2018-06-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,46,50,0.00,0.00,0,0.0
2018-06-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,52,0.10,0.10,0,0.0
2018-06-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,53,1.60,1.60,0,0.0
2018-06-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,53,0.00,0.00,0,0.0
2018-06-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,64,0.00,0.00,0,0.0
2018-06-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,56,0.10,0.10,0,0.0
2018-06-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,51,0.10,0.10,0,0.0
2018-06-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,53,0.00,0.00,0,0.0
2018-06-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,53,0.00,0.00,0,0.0
2018-06-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,53,0.00,0.00,0,0.0
2018-06-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,53,0.00,0.00,0,0.0
2018-06-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,49,0.00,0.00,0,0.0
2018-06-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,52,0.00,0.00,0,0.0
2018-06-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,54,0.00,0.00,0,0.0
2018-06-30,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,54,0.00,0.00,0,0.0
2018-07-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,65,0.00,0.00,0,0.0
2018-07-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,60,71,0.00,0.00,0,0.0
2018-07-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,63,73,0.00,0.00,0,0.0
2018-07-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,62,69,0.00,0.00,0,0.0
2018-07-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,60,70,0.00,0.00,0,0.0
2018-07-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,61,73,0.00,0.00,0,0.0
2018-07-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,56,62,0.10,0.10,0,0.0
2018-07-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,55,0.30,0.30,0,0.0
2018-07-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,53,0.50,0.50,0,0.0
2018-07-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,49,0.50,0.50,0,0.0
2018-07-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,46,49,0.30,0.30,0,0.0
2018-07-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,59,0.00,0.00,0,0.0
2018-07-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,53,0.00,0.00,0,0.0
2018-07-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,51,0.10,0.10,0,0.0
2018-07-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,59,0.10,0.10,0,0.0
2018-07-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,56,0.00,0.00,0,0.0
2018-07-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,60,0.00,0.00,0,0.0
2018-07-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,64,0.00,0.00,0,0.0
2018-07-19,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,56,64,0.00,0.00,0,0.0
2018-07-20,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,62,0.00,0.00,0,0.0
2018-07-21,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,58,68,0.00,0.00,0,0.0
2018-07-22,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,57,65,0.00,0.00,0,0.0
2018-07-23,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,59,0.00,0.00,0,0.0
2018-07-24,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,57,0.00,0.00,0,0.0
2018-07-25,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,57,0.00,0.00,0,0.0
2018-07-26,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,55,0.20,0.20,0,0.0
2018-07-27,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,53,56,0.10,0.10,0,0.0
2018-07-28,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,55,0.00,0.00,0,0.0
2018-07-29,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,59,0.00,0.00,0,0.0
2018-07-30,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,58,67,0.00,0.00,0,0.0
2018-07-31,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,60,71,0.00,0.00,0,0.0
2018-08-01,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,59,0.00,0.00,0,0.0
2018-08-02,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,52,0.50,0.50,0,0.0
2018-08-03,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,55,62,0.00,0.00,0,0.0
2018-08-04,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,56,59,0.00,0.00,0,0.0
2018-08-05,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,54,56,0.40,0.40,0,0.0
2018-08-06,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,55,0.50,0.50,0,0.0
2018-08-07,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,53,0.50,0.50,0,0.0
2018-08-08,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,53,0.00,0.00,0,0.0
2018-08-09,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,51,58,0.00,0.00,0,0.0
2018-08-10,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,52,58,0.20,0.20,0,0.0
2018-08-11,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,52,0.50,0.50,0,0.0
2018-08-12,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,54,0.30,0.30,0,0.0
2018-08-13,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,50,52,0.90,0.90,0,0.0
2018-08-14,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,49,0.10,0.10,0,0.0
2018-08-15,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,48,50,0.20,0.20,0,0.0
2018-08-16,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,53,0.10,0.10,0,0.0
2018-08-17,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,49,56,0.00,0.00,0,0.0
2018-08-18,Mt. Alyeska,SNTL,1103,60.95983,-149.08617,1540,47,49,0.00,0.00,0,0.0
