#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2017-12-01 to 2018-03-31
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1070: Anchorage Hillside, AK
#	SNOTEL 960: Eagle Summit, AK
#	SNOTEL 1268: Fielding Lake, AK
#	SNOTEL 641: Frostbite Bottom, AK
#	SNOTEL 946: Indian Pass, AK
#	SNOLITE 768: Look Eyrie, AK
#	SNOTEL 1103: Mt. Alyeska, AK
#	SNOLITE 1279: Nicks Valley, AK
#	SNOTEL 1090: Upper Nome Creek, AK
# 
# Data items provided in this file:
#
# Element Name                        Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Air Temperature Average             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum             Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment             Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# Precipitation Increment - Snow-adj  Value       None           Day                           N/A        Inches              N/A           PRCPSA        Snow adjusted total preciptation                                                                   
# Snow Depth                          Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent               Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2017-12-01 to 2018-03-31
#
# As of: Jul 30, 2021 8:32:47 AM GMT-08:00
#
Date,Station Name,Network Code,Station Id,Latitude,Longitude,Elevation (ft),Air Temperature Average (degF),Air Temperature Maximum (degF),Precipitation Increment (in),Precipitation Increment - Snow-adj (in),Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values
2018-02-24,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,3,11,0.00,,20,
2018-02-25,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,-6,-3,0.00,,20,
2018-02-26,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,2,12,0.60,,20,
2018-02-27,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,-2,4,0.20,,20,
2018-02-28,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,-12,-2,0.00,,20,
2018-03-01,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,-4,15,0.20,,20,
2018-03-02,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,9,16,0.10,,19,
2018-03-03,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,12,17,0.00,,19,
2018-03-04,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,5,14,0.00,,19,
2018-03-05,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,10,13,0.10,,20,
2018-03-06,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,14,18,0.00,,20,
2018-03-07,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,13,18,0.00,,20,
2018-03-08,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,11,23,0.20,,20,
2018-03-09,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,10,15,0.10,,20,
2018-03-10,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,16,21,0.20,,20,
2018-03-11,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,17,21,0.00,,20,
2018-03-12,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,20,24,0.00,,20,
2018-03-13,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,22,28,0.10,,20,
2018-03-14,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,23,29,0.00,,20,
2018-03-15,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,15,19,0.00,,,
2018-03-16,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,20,26,0.10,,,
2018-03-17,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,23,29,0.10,,,
2018-03-18,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,24,27,0.00,,,
2018-03-19,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,20,24,0.10,,,
2018-03-20,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,14,18,0.00,,,
2018-03-21,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,7,11,0.00,,,
2018-03-22,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,12,21,0.20,,,
2018-03-23,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,10,15,0.00,,23,
2018-03-24,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,5,10,0.00,,25,
2018-03-25,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,1,6,0.00,,25,
2018-03-26,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,2,8,0.00,,25,
2018-03-27,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,15,23,0.00,,24,
2018-03-28,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,20,26,0.00,,24,
2018-03-29,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,20,24,0.00,,25,
2018-03-30,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,15,19,0.00,,24,
2018-03-31,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,13,15,0.00,,24,
2017-12-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,7,16,0.00,0.00,13,2.5
2017-12-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,16,22,0.30,0.30,13,2.5
2017-12-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,26,28,0.20,0.20,19,2.5
2017-12-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,29,33,0.00,0.00,19,2.7
2017-12-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,28,34,0.10,0.20,20,2.7
2017-12-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,25,33,0.70,0.80,21,2.9
2017-12-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,22,35,0.50,0.50,26,3.7
2017-12-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,33,35,0.30,0.30,29,4.2
2017-12-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,25,30,0.00,0.00,27,4.5
2017-12-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,28,34,0.00,0.00,26,4.4
2017-12-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,30,35,0.00,0.00,25,4.4
2017-12-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,29,34,0.00,0.00,25,4.4
2017-12-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,30,39,0.10,0.10,24,4.4
2017-12-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,26,33,0.10,0.10,24,4.5
2017-12-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,27,31,0.00,0.00,25,4.6
2017-12-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,26,29,0.00,0.00,25,4.6
2017-12-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,14,26,0.00,0.20,25,4.6
2017-12-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-2,6,0.10,0.10,27,4.8
2017-12-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,15,23,0.50,0.50,28,4.9
2017-12-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,8,22,0.00,0.00,32,5.3
2017-12-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-13,-5,0.00,0.00,32,5.3
2017-12-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-10,-1,0.00,0.00,32,5.3
2017-12-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-7,-1,0.00,0.00,32,5.3
2017-12-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-8,-2,0.00,0.00,32,5.3
2017-12-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,4,14,0.00,0.00,32,5.3
2017-12-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,7,16,0.00,0.00,32,5.3
2017-12-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-16,-6,0.00,0.00,32,5.3
2017-12-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-21,-14,0.00,0.00,31,5.3
2017-12-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-25,-19,0.00,0.00,30,5.3
2017-12-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-3,6,0.00,0.00,29,5.3
2017-12-31,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,9,17,0.00,0.00,28,5.3
2018-01-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,18,25,0.00,0.00,27,5.3
2018-01-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,31,33,0.00,0.00,26,5.3
2018-01-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,25,31,0.30,0.30,25,5.3
2018-01-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,13,26,0.00,0.00,28,5.6
2018-01-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-5,5,0.00,0.00,27,5.6
2018-01-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,2,14,0.00,0.00,26,5.6
2018-01-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-9,-3,0.00,0.00,26,5.6
2018-01-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-14,-8,0.00,0.00,26,5.6
2018-01-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-34,-21,0.00,0.00,26,5.5
2018-01-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-25,-4,0.00,0.00,25,5.5
2018-01-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,2,9,0.00,0.00,25,5.5
2018-01-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,7,19,0.00,0.00,25,5.5
2018-01-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,19,32,0.10,0.10,25,5.5
2018-01-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,31,33,0.30,0.40,26,5.6
2018-01-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,33,36,0.40,0.40,30,6.0
2018-01-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,32,35,0.50,0.70,30,6.0
2018-01-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,17,31,0.00,0.00,36,6.7
2018-01-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,1,12,0.00,0.00,34,6.7
2018-01-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,3,9,0.00,0.00,33,6.7
2018-01-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,1,9,0.00,0.00,33,6.7
2018-01-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-16,-6,0.00,0.00,32,6.7
2018-01-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-13,-5,0.00,0.00,32,6.7
2018-01-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-8,-5,0.40,0.40,32,6.7
2018-01-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-12,-7,0.00,0.00,40,7.1
2018-01-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-20,-13,0.00,0.00,37,7.1
2018-01-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-21,-2,0.00,0.00,36,7.1
2018-01-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-23,-8,0.00,0.00,35,7.1
2018-01-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-8,9,0.00,0.00,35,7.1
2018-01-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,5,8,0.00,0.00,34,7.1
2018-01-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,2,7,0.00,0.00,31,7.1
2018-01-31,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-13,-1,0.00,0.00,31,7.1
2018-02-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-23,-10,0.00,0.00,31,7.1
2018-02-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-13,7,0.00,0.00,30,7.1
2018-02-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-22,-6,0.00,0.00,30,7.1
2018-02-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-15,1,0.00,0.00,30,7.1
2018-02-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-11,5,0.00,0.00,30,7.1
2018-02-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-10,5,0.00,0.00,30,7.1
2018-02-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-20,3,0.00,0.00,30,7.1
2018-02-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-15,6,0.00,0.00,30,7.1
2018-02-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-13,4,0.00,0.00,30,7.1
2018-02-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-4,18,0.00,0.00,30,7.1
2018-02-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,19,25,0.20,0.20,30,7.1
2018-02-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,27,30,0.90,0.90,32,7.3
2018-02-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,19,27,0.00,0.00,40,7.8
2018-02-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,14,22,0.20,0.20,39,7.8
2018-02-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,18,24,0.00,0.00,41,8.0
2018-02-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-3,10,0.00,0.00,40,8.0
2018-02-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,0,17,0.00,0.00,40,8.0
2018-02-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,6,18,0.10,0.10,39,8.0
2018-02-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,9,15,0.00,0.00,40,8.1
2018-02-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,8,21,,,39,8.1
2018-02-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,7,21,0.20,0.20,37,8.1
2018-02-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,22,28,0.30,0.30,38,8.2
2018-02-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,9,19,0.00,0.00,40,8.5
2018-02-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,3,13,0.00,0.10,40,8.5
2018-02-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-3,10,0.00,0.00,40,8.6
2018-02-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,11,20,0.50,0.50,40,8.6
2018-02-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-1,6,0.00,0.00,44,9.0
2018-02-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-2,4,0.00,0.00,41,9.0
2018-03-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-14,3,0.00,0.00,40,9.0
2018-03-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-3,10,0.00,0.00,40,9.0
2018-03-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,13,20,0.30,0.30,40,9.0
2018-03-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,8,18,0.00,0.00,42,9.2
2018-03-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,0,15,0.00,0.00,41,9.2
2018-03-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,1,13,0.00,0.00,40,9.2
2018-03-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,4,19,0.00,0.00,40,9.2
2018-03-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,13,22,0.20,0.20,41,9.2
2018-03-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,21,33,0.00,0.00,43,9.4
2018-03-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,13,30,0.00,0.00,42,9.4
2018-03-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,9,25,0.00,0.00,42,9.4
2018-03-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,22,32,0.00,0.00,42,9.4
2018-03-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,25,32,0.30,0.30,42,9.4
2018-03-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,27,29,0.30,0.30,42,9.5
2018-03-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,23,28,0.20,0.20,44,9.8
2018-03-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,32,42,0.20,0.20,46,10.0
2018-03-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,21,31,0.00,0.00,46,10.2
2018-03-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,25,34,0.00,0.00,45,10.2
2018-03-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,24,31,0.30,0.30,46,10.2
2018-03-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,13,24,0.00,0.00,48,10.5
2018-03-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,13,17,0.00,0.00,47,10.5
2018-03-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,2,21,0.00,0.00,46,10.5
2018-03-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,3,28,0.00,0.00,45,10.5
2018-03-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,7,22,0.00,0.00,45,10.5
2018-03-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-4,20,0.00,0.00,44,10.5
2018-03-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-3,20,0.00,0.00,44,10.5
2018-03-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,-1,20,0.00,0.00,44,10.5
2018-03-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,10,27,0.00,0.00,44,10.5
2018-03-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,17,28,0.00,0.00,43,10.5
2018-03-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,19,25,0.00,0.00,43,10.5
2018-03-31,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,12,27,0.00,0.00,43,10.5
2017-12-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,25,0.00,0.00,19,4.0
2017-12-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,29,1.00,1.00,19,4.0
2017-12-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,31,34,0.20,0.30,27,4.7
2017-12-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,31,35,0.50,0.50,27,5.0
2017-12-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,30,34,0.10,0.10,30,5.4
2017-12-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,31,0.00,0.00,31,5.5
2017-12-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,36,0.40,0.40,29,5.5
2017-12-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,33,35,0.10,0.10,29,5.8
2017-12-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,34,38,0.10,0.10,30,5.9
2017-12-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,36,38,0.30,0.30,29,5.9
2017-12-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,35,38,0.10,0.10,29,6.1
2017-12-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,34,39,0.10,0.10,28,6.1
2017-12-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,33,39,0.10,0.10,28,6.1
2017-12-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,30,0.10,0.10,26,6.2
2017-12-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,28,31,0.30,0.30,29,6.3
2017-12-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,28,0.10,0.10,30,6.6
2017-12-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,25,0.00,0.00,31,6.7
2017-12-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,18,25,0.00,0.00,31,6.7
2017-12-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,26,0.80,0.80,30,6.7
2017-12-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,25,0.00,0.00,36,7.3
2017-12-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,30,0.00,0.00,35,7.3
2017-12-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,37,0.00,0.00,34,7.3
2017-12-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,33,36,0.00,0.00,34,7.3
2017-12-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,30,34,0.00,0.00,33,7.3
2017-12-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,30,0.00,0.00,33,7.3
2017-12-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,19,24,0.00,0.00,33,7.3
2017-12-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,19,23,0.00,0.00,32,7.3
2017-12-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,14,22,0.00,0.00,32,7.3
2017-12-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,16,22,0.00,0.00,32,7.3
2017-12-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,26,0.00,0.00,32,7.3
2017-12-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,30,0.00,0.00,32,7.3
2018-01-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,31,35,0.30,0.30,32,7.3
2018-01-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,34,37,0.00,0.10,33,7.6
2018-01-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,28,29,0.40,0.40,33,7.7
2018-01-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,23,0.00,0.00,37,8.1
2018-01-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,29,0.00,0.00,36,8.1
2018-01-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,29,0.00,0.00,36,8.1
2018-01-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,29,0.00,0.00,36,8.1
2018-01-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,19,23,0.00,0.00,35,8.1
2018-01-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,14,22,0.00,0.00,35,8.1
2018-01-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,18,21,0.00,0.00,35,8.1
2018-01-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,29,0.00,0.00,36,8.1
2018-01-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,31,35,0.10,0.10,35,8.1
2018-01-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,38,0.40,0.50,35,8.2
2018-01-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,35,0.00,0.00,39,8.7
2018-01-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,30,34,0.00,0.00,38,8.7
2018-01-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,35,39,0.30,0.30,37,8.7
2018-01-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,32,37,0.00,0.00,37,9.0
2018-01-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,29,0.00,0.00,36,9.0
2018-01-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,22,26,0.00,0.00,36,9.0
2018-01-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,11,19,0.00,0.00,36,9.0
2018-01-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,8,21,0.00,0.00,36,9.0
2018-01-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,28,0.10,0.10,35,9.0
2018-01-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,10,24,0.10,0.30,36,9.1
2018-01-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,1,5,0.00,0.00,39,9.4
2018-01-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,-4,20,0.30,0.30,39,9.4
2018-01-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,20,23,0.00,0.00,41,9.6
2018-01-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,16,23,0.00,0.00,40,9.6
2018-01-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,11,17,0.00,0.00,40,9.6
2018-01-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,8,15,0.00,0.00,40,9.6
2018-01-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,4,10,0.00,0.00,40,9.6
2018-01-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,9,15,0.00,0.00,39,9.6
2018-02-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,7,14,0.00,0.00,39,9.6
2018-02-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,10,20,0.00,0.00,39,9.6
2018-02-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,12,16,0.00,0.00,38,9.6
2018-02-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,12,18,0.00,0.00,38,9.6
2018-02-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,23,30,0.20,0.20,38,9.6
2018-02-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,24,29,0.10,0.10,39,9.7
2018-02-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,17,22,0.00,0.00,40,9.8
2018-02-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,16,27,0.00,0.00,40,9.8
2018-02-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,31,0.00,0.00,39,9.8
2018-02-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,31,0.20,0.20,40,9.8
2018-02-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,29,0.30,0.30,42,10.0
2018-02-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,27,29,1.20,1.20,45,10.3
2018-02-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,25,29,0.00,0.00,53,11.1
2018-02-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,26,33,0.10,0.10,51,11.1
2018-02-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,17,24,0.00,0.00,52,11.2
