#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2017-06-01 to 2017-08-31
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1070: Anchorage Hillside, AK
#	SNOTEL 960: Eagle Summit, AK
#	SNOTEL 1268: Fielding Lake, AK
#	SNOLITE 1264: Horsepasture Pass, AK
#	SNOTEL 946: Indian Pass, AK
#	SNOTEL 1094: Monahan Flat, AK
#	SNOTEL 1103: Mt. Alyeska, AK
#	SNOTEL 1089: Tokositna Valley, AK
#	SNOTEL 1090: Upper Nome Creek, AK
#	SNOTEL 1055: Upper Tsaina River, AK
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency  
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                      
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                     
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2017-06-01 to 2017-08-31
#
# As of: Sep 30, 2021 11:22:28 AM GMT-08:00
#
Date,Station Name,Network Code,Station Id,Latitude,Longitude,Elevation (ft),Air Temperature Average (degF),Air Temperature Maximum (degF),Precipitation Increment (in),Precipitation Accumulation (in) Start of Day Values
2017-07-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,67,0.00,10.6
2017-07-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,57,67,0.00,10.6
2017-07-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,63,0.00,10.6
2017-07-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,62,0.00,10.6
2017-07-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,68,0.00,10.6
2017-07-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,63,0.00,10.6
2017-07-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,56,70,0.00,10.6
2017-07-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,57,72,0.00,10.6
2017-07-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,62,0.00,10.6
2017-07-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,58,0.10,10.6
2017-07-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,65,0.00,10.7
2017-07-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,66,0.00,10.7
2017-07-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,53,60,0.60,10.7
2017-07-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,65,0.00,11.3
2017-07-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,68,0.00,11.3
2017-07-31,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,55,0.40,11.3
2017-08-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,59,0.10,11.7
2017-08-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,61,0.30,11.8
2017-08-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,58,0.30,12.1
2017-08-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,53,63,0.00,12.4
2017-08-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,56,72,0.00,12.4
2017-08-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,59,76,0.00,12.4
2017-08-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,57,74,0.00,12.4
2017-08-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,69,0.00,12.4
2017-08-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,72,0.00,12.4
2017-08-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,67,0.00,12.4
2017-08-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,60,0.20,12.4
2017-08-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,61,0.20,12.6
2017-08-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,49,55,0.50,12.8
2017-08-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,44,46,0.80,13.3
2017-08-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,54,0.00,14.1
2017-08-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,53,0.00,14.1
2017-08-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,41,49,0.00,14.1
2017-08-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,41,53,0.30,14.1
2017-08-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,44,55,0.00,14.4
2017-08-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,53,0.10,14.4
2017-08-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,54,0.00,14.5
2017-08-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,48,60,0.20,14.5
2017-08-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,44,45,0.10,14.7
2017-08-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,47,52,0.00,14.8
2017-08-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,57,0.00,14.8
2017-08-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,43,48,0.40,14.8
2017-08-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,42,45,1.10,15.2
2017-08-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,56,0.00,16.3
2017-08-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,53,0.20,16.3
2017-08-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,56,0.00,16.5
2017-08-31,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,47,56,0.00,16.5
2017-06-01,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,47,57,,
2017-06-02,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,48,54,,
2017-06-03,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,48,56,,
2017-06-04,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,47,53,,
2017-06-05,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,42,50,,
2017-06-06,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,47,54,,
2017-06-07,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,50,56,,
2017-06-08,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,53,61,,
2017-06-09,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,60,72,,
2017-06-10,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,48,52,,
2017-06-11,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,41,45,,
2017-06-12,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,38,41,,
2017-06-13,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,37,43,,
2017-06-14,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,42,50,,
2017-06-15,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,44,55,,
2017-06-16,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,47,54,,
2017-06-17,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,45,54,,
2017-06-18,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,43,53,,
2017-06-19,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,46,55,,
2017-06-20,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,41,44,,
2017-06-21,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,49,56,,
2017-06-22,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,50,58,,
2017-06-23,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,47,51,,
2017-06-24,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,48,54,,
2017-06-25,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,48,56,,
2017-06-26,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,47,55,,
2017-06-27,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,44,50,,
2017-06-28,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,44,53,,
2017-06-29,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,44,50,,
2017-06-30,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,45,53,,
2017-07-01,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,47,54,,
2017-07-02,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,43,45,,
2017-07-03,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,45,48,,
2017-07-04,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,50,60,,
2017-07-05,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,54,66,,
2017-07-06,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,55,66,,
2017-07-07,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,50,59,,
2017-07-08,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,46,50,,
2017-07-09,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,44,53,,
2017-07-10,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,44,48,,
2017-07-11,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,49,56,,
2017-07-12,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,54,64,,
2017-07-13,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,53,60,,
2017-07-14,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,52,59,,
2017-07-15,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,51,58,,
2017-07-16,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,52,60,,
2017-07-17,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,49,55,,
2017-07-18,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,49,56,,
2017-07-19,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,48,53,,
2017-07-20,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,50,59,,
2017-07-21,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,52,57,,
2017-07-22,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,55,65,,
2017-07-23,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,58,66,,
2017-07-24,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,54,58,,
2017-07-25,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,49,52,,
2017-07-26,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,49,54,,
2017-07-27,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,50,56,,
2017-07-28,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,49,53,,
2017-07-29,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,50,59,,
2017-07-30,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,52,60,,
2017-07-31,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,51,58,,
2017-08-01,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,48,55,,
2017-08-02,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,51,57,,
2017-08-03,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,51,58,,
2017-08-04,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,51,61,,
2017-08-05,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,56,67,,
2017-08-06,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,58,68,,
2017-08-07,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,55,64,,
2017-08-08,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,53,62,,
2017-08-09,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,54,62,,
2017-08-10,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,48,53,,
2017-08-11,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,45,49,,
2017-08-12,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,44,50,,
2017-08-13,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,43,50,,
2017-08-14,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,43,51,,
2017-08-15,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,44,49,,
2017-08-16,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,41,46,,
2017-08-17,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,38,44,,
2017-08-18,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,39,46,,
2017-08-19,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,39,44,,
2017-08-20,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,39,43,,
2017-08-21,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,42,46,,
2017-08-22,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,46,53,,
2017-08-23,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,45,51,,
2017-08-24,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,42,47,,
2017-08-25,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,42,49,,
2017-08-26,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,42,49,,
2017-08-27,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,41,45,,
2017-08-28,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,42,49,,
2017-08-29,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,40,44,,
2017-08-30,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,42,47,,
2017-08-31,Horsepasture Pass,SNTLT,1264,62.13450,-147.62500,4300,39,47,,
2017-06-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,65,0.00,22.1
2017-06-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,62,0.00,22.1
2017-06-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,58,0.00,22.1
2017-06-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,43,46,0.00,22.1
2017-06-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,42,52,0.00,22.1
2017-06-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,53,0.00,22.1
2017-06-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,52,0.00,22.1
2017-06-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,58,0.00,22.1
2017-06-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,55,65,0.00,22.1
2017-06-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,50,0.00,22.1
2017-06-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,42,47,0.00,22.1
2017-06-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,40,45,0.00,22.1
2017-06-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,41,48,0.00,22.1
2017-06-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,42,49,0.00,22.1
2017-06-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,59,0.00,22.1
2017-06-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,60,0.00,22.1
2017-06-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,55,0.00,22.1
2017-06-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,43,53,0.00,22.1
2017-06-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,56,0.00,22.1
2017-06-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,42,46,0.60,22.1
2017-06-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,49,0.00,22.7
2017-06-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,51,0.00,22.7
2017-06-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,47,0.00,22.7
2017-06-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,58,0.00,22.7
2017-06-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,65,0.00,22.7
2017-06-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,52,0.10,22.7
2017-06-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,48,0.00,22.8
2017-06-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,51,0.00,22.8
2017-06-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,48,0.10,22.8
2017-06-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,51,0.10,22.9
2017-07-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,54,0.00,23.0
2017-07-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,50,0.50,23.0
2017-07-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,49,0.30,23.5
2017-07-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,52,0.00,23.8
2017-07-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,64,0.00,23.8
2017-07-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,64,0.00,23.8
2017-07-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,60,0.00,23.8
2017-07-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,50,0.70,23.8
2017-07-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,55,0.00,24.5
2017-07-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,56,0.00,24.5
2017-07-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,58,0.00,24.5
2017-07-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,56,68,0.00,24.5
2017-07-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,60,68,0.00,24.5
2017-07-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,59,0.00,24.5
2017-07-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,60,0.00,24.5
2017-07-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,61,0.00,24.5
2017-07-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,56,0.00,24.5
2017-07-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,50,0.40,24.5
2017-07-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,53,0.20,24.9
2017-07-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,57,0.00,25.1
2017-07-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,66,0.00,25.1
2017-07-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,57,68,0.00,25.1
2017-07-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,60,68,0.00,25.1
2017-07-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,52,57,0.00,25.1
2017-07-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,54,0.00,25.1
2017-07-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,53,0.10,25.1
2017-07-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,57,0.00,25.2
2017-07-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,54,0.00,25.2
2017-07-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,57,0.00,25.2
2017-07-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,62,0.00,25.2
2017-07-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,60,0.00,25.2
2017-08-01,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,52,0.10,25.2
2017-08-02,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,52,0.40,25.3
2017-08-03,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,57,0.00,25.7
2017-08-04,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,62,0.00,25.7
2017-08-05,Indian Pass,SNTL,946,61.06767,-149.47950,2350,58,71,0.00,25.7
2017-08-06,Indian Pass,SNTL,946,61.06767,-149.47950,2350,59,69,0.00,25.7
2017-08-07,Indian Pass,SNTL,946,61.06767,-149.47950,2350,54,61,0.00,25.7
2017-08-08,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,60,0.00,25.7
2017-08-09,Indian Pass,SNTL,946,61.06767,-149.47950,2350,53,60,0.00,25.7
2017-08-10,Indian Pass,SNTL,946,61.06767,-149.47950,2350,50,57,0.50,25.7
2017-08-11,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,49,0.60,26.2
2017-08-12,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,52,0.30,26.8
2017-08-13,Indian Pass,SNTL,946,61.06767,-149.47950,2350,43,47,0.70,27.1
2017-08-14,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,53,0.00,27.8
2017-08-15,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,55,0.00,27.8
2017-08-16,Indian Pass,SNTL,946,61.06767,-149.47950,2350,43,45,0.70,27.8
2017-08-17,Indian Pass,SNTL,946,61.06767,-149.47950,2350,41,44,0.10,28.5
2017-08-18,Indian Pass,SNTL,946,61.06767,-149.47950,2350,41,45,1.00,28.6
2017-08-19,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,53,0.00,29.6
2017-08-20,Indian Pass,SNTL,946,61.06767,-149.47950,2350,44,46,0.30,29.6
2017-08-21,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,51,0.60,29.9
2017-08-22,Indian Pass,SNTL,946,61.06767,-149.47950,2350,51,61,0.00,30.5
2017-08-23,Indian Pass,SNTL,946,61.06767,-149.47950,2350,48,52,0.30,30.5
2017-08-24,Indian Pass,SNTL,946,61.06767,-149.47950,2350,47,49,0.20,30.8
2017-08-25,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,50,0.00,31.0
2017-08-26,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,49,0.00,31.0
2017-08-27,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,53,0.00,31.0
2017-08-28,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,50,0.10,31.0
2017-08-29,Indian Pass,SNTL,946,61.06767,-149.47950,2350,49,55,0.20,31.1
2017-08-30,Indian Pass,SNTL,946,61.06767,-149.47950,2350,46,49,0.00,31.3
2017-08-31,Indian Pass,SNTL,946,61.06767,-149.47950,2350,45,47,0.20,31.3
2017-06-01,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,50,65,0.00,7.2
2017-06-02,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,51,67,0.10,7.2
2017-06-03,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,51,67,0.00,7.3
2017-06-04,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,52,67,0.00,7.3
2017-06-05,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,47,55,0.10,7.3
2017-06-06,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,52,66,0.00,7.4
2017-06-07,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,57,70,0.00,7.4
2017-06-08,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,61,77,0.00,7.4
2017-06-09,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,65,82,0.10,7.4
2017-06-10,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,61,0.00,7.5
2017-06-11,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,46,53,0.30,7.5
2017-06-12,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,46,53,0.10,7.8
2017-06-13,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,48,58,0.00,7.9
2017-06-14,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,47,60,0.10,7.9
2017-06-15,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,50,64,0.00,8.0
2017-06-16,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,50,63,0.10,8.0
2017-06-17,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,49,55,0.00,8.1
2017-06-18,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,49,61,0.00,8.1
2017-06-19,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,52,66,0.10,8.1
2017-06-20,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,49,57,0.00,8.2
2017-06-21,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,69,0.10,8.2
2017-06-22,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,56,70,0.00,8.3
2017-06-23,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,63,0.10,8.3
2017-06-24,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,56,68,0.00,8.4
2017-06-25,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,54,70,0.10,8.4
2017-06-26,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,65,0.00,8.5
2017-06-27,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,49,56,0.20,8.5
2017-06-28,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,51,60,0.10,8.7
2017-06-29,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,65,0.10,8.8
2017-06-30,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,62,0.10,8.9
2017-07-01,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,66,0.10,9.0
2017-07-02,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,53,61,0.00,9.1
2017-07-03,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,51,58,0.10,9.1
2017-07-04,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,55,68,0.10,9.2
2017-07-05,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,60,73,0.00,9.3
2017-07-06,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,-148,-148,0.00,9.3
2017-07-07,Monahan Flat,SNTL,1094,63.30533,-147.64633,2710,59,64,0.20,9.3
