"ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","site_id"
"SNOW","1982","AK","Chuitna Plateau","","1982-February","2017-May","  61.21","-151.63","   1540","Kenai Peninsula","Upper Chuitna River (190206011802)","SNOW:51M05"
"SNOW","1982","AK","Congahbuna Lake","","1982-February","2100-January","  61.08","-151.44","    550","Kenai Peninsula","Old Tyonek Creek (190206011903)","SNOW:51M03"
"SNOW","1982","AK","Cooper Lake","","1982-February","2012-May","  60.39","-149.69","   1200","Kenai Peninsula","Kenai Lake (190203021205)","SNOW:49L10"
"SNOW","1982","AK","Falls Creek","","1982-February","1989-December","  57.65","-152.97","   1980","Kodiak Island","Lake Leanne (190207011301)","SNOW:52I01"
"SNOW","1982","AK","Granite Point","","1982-February","2100-January","  61.02","-151.45","    250","Kenai Peninsula","McArthur River-Frontal Cook Inlet (190206011206)","SNOW:51M02"
"SNOW","1982","AK","Grouse Creek Divide","","1982-January","2012-April","  60.26","-149.34","    700","Kenai Peninsula","South Fork Snow River (190203020902)","SNOW:49L14"
"SNOW","1982","AK","Little Susitna","","1982-February","2100-January","  61.77","-149.21","   1700","Matanuska-susitna","Fishhook Creek-Little Susitna River (190205051202)","SNOW:49M24"
"SNOW","1982","AK","Lower Anvik","","1982-March","1990-December","  63.23","-160.13","    450","Yukon-koyukuk","Upper Yellow River (190903011102)","SNOW:60O06"
"SNOW","1982","AK","Lower Chiroskey","","1982-March","1990-December","  63.75","-160.08","    650","Nome","190501021005 (190501021005)","SNOW:60O01"
"SNOW","1982","AK","Lower Unalakleet","","1982-March","1989-December","  63.93","-160.08","     75","Nome","Stove Creek (190501021401)","SNOW:60O02"
"SNOW","1982","AK","Melozi Hot Springs","","1982-March","1988-May","  65.13","-154.69","   1000","Yukon-koyukuk","Glacier Creek-Hot Springs Creek (190902031105)","SNOW:54Q01"
"SNOW","1982","AK","North River","","1982-April","1990-December","  64.33","-160.02","    600","Nome","190501021105-North River (190501021105)","SNOW:60P01"
"SNOW","1982","AK","Old Woman River","","1982-March","1990-December","  63.73","-159.77","    750","Yukon-koyukuk","Upper Old Woman River (190501020803)","SNOW:59O02"
"SNOW","1982","AK","Paxson","","1982-February","2100-January","  63.02","-145.49","   2650","Valdez-cordova","Fish Creek-Gulkana River (190201020203)","SNOW:45O11"
"SNOW","1982","AK","Rocky River","","1982-February","1987-December","  59.35","-151.43","    250","Kenai Peninsula","Rocky River (190202021401)","SNOW:51K12"
"SNOW","1982","AK","Snug Harbor Road","","1982-February","2100-January","  60.41","-149.68","    500","Kenai Peninsula","Kenai Lake (190203021205)","SNOW:49L11"
"SNOW","1982","AK","Tenmile","","1982-March","1988-December","  62.40","-147.47","   1100","Matanuska-susitna","Lower Oshetna River (190205011409)","SNOW:59O01"
"SNOW","1982","AK","Terror Lake","","1982-February","1989-December","  57.60","-153.03","   1450","Kodiak Island","Terror River (190207010301)","SNOW:53I01"
"SNOW","1982","AK","Tozikaket","","1982-March","2017-May","  65.51","-152.21","    600","Yukon-koyukuk","190902010601-Tozitna River (190902010601)","SNOW:52Q01"
"SNOW","1982","AK","Turnagain Pass","","1982-April","2005-June","  60.78","-149.18","   1880","Kenai Peninsula","Granite Creek (190203020406)","SNOW:49L13"
"SNOW","1982","AK","Unalakleet River","","1982-March","1988-December","  64.18","-159.33","    900","Yukon-koyukuk","190501020703 (190501020703)","SNOW:59P01"
"SNOW","1982","AK","Upper Russian Lake","","1982-March","1987-December","  60.33","-149.88","    700","Kenai Peninsula","Headwaters Russian River (190203021404)","SNOW:49L12"
"SNOW","1982","AK","Yellow River","","1982-March","1990-December","  63.33","-160.18","   1100","Yukon-koyukuk","Headwaters Yellow River (190903011101)","SNOW:60O04"
"SNOW","1981","AK","Anchor River Divide","","1981-February","2013-April","  59.86","-151.31","   1653","Kenai Peninsula","Headwaters Anchor River (190203010701)","SNOW:51K05"
"SNOW","1981","AK","Bonanza Forks","","1980-December","2100-January","  66.69","-150.66","   1200","Yukon-koyukuk","190901020606-Bonanza Creek (190901020606)","SNOW:50R03"
"SNOW","1981","AK","Cytex Creek","","1981-February","1992-December","  59.73","-150.66","   1250","Kenai Peninsula","Bradley Lake (190203011101)","SNOW:51K07"
"SNOW","1981","AK","Deep Creek","","1981-March","1992-December","  59.97","-151.47","    600","Kenai Peninsula","Outlet Deep Creek (190203010606)","SNOW:51K08"
"SNOW","1981","AK","Eagle Lake","","1981-February","2100-January","  59.83","-151.13","   1400","Kenai Peninsula","Swift Creek-Frontal Kachemak Bay (190203010806)","SNOW:51K06"
"SNOW","1981","AK","Grandview","","1981-March","2006-January","  60.61","-149.06","   1100","Kenai Peninsula","Headwaters Trail Creek (190203021001)","SNOW:49L09"
"SNOW","1981","AK","Point Mackenzie","","1981-February","2012-May","  61.39","-150.02","    200","Matanuska-susitna","Stephan Lake-Goose Creek (190204010805)","SNOW:50M03"
"SNOW","1981","AK","Portage Valley","","1981-January","2100-January","  60.78","-148.87","     50","Anchorage","Portage Creek (190203020304)","SNOW:48L04"
"SNOW","1981","AK","Trophy Lake","","1981-April","1992-December","  60.05","-151.08","   2000","Kenai Peninsula","North Fork Deep Creek (190203010602)","SNOW:51L01"
"SNOW","1981","AK","Tutka Bay","","1981-March","1990-December","  59.38","-151.32","   1300","Kenai Peninsula","Jakolof Creek-Frontal Kachemak Bay (190203011203)","SNOW:51K09"
"SNOW","1981","AK","Tutka Lagoon","","1981-February","1987-December","  59.42","-151.37","    650","Kenai Peninsula","Jakolof Creek-Frontal Kachemak Bay (190203011203)","SNOW:51K10"
"SNOW","1981","AK","Tyone River","","1981-January","2100-January","  62.68","-147.08","   2400","Matanuska-susitna","Outlet Tyone River (190205011203)","SNOW:47N03"
"SNOW","1981","AK","Wolf Basin","","1981-March","1986-December","  59.35","-151.32","   1550","Kenai Peninsula","Rocky River (190202021401)","SNOW:51K11"
"SNOW","1980","AK","Atigun Cirque","","1980-February","1987-December","  68.13","-149.48","   4750","North Slope","Upper Atigun River (190604020101)","SNOW:49T05"
"SNOW","1980","AK","Big River","","1980-April","1989-December","  61.87","-154.55","   1600","Bethel","190304060708 (190304060708)","SNOW:54M01"
"SNOW","1980","AK","Dutch Hills","","1980-February","2100-January","  62.61","-150.86","   3100","Matanuska-susitna","Upper Tokositna River (190205020903)","SNOW:50N03"
"SNOW","1980","AK","Hess Creek","","1980-February","2100-January","  65.77","-149.39","   1000","Yukon-koyukuk","190804040808-Hess Creek (190804040808)","SNOW:49Q02"
"SNOW","1980","AK","Kenai Moose Pens","","1980-February","2018-January","  60.73","-150.48","    300","Kenai Peninsula","Upper Moose River (190203021601)","SNOW:50L02"
"SNOW","1980","AK","Kenny Lake School","","1980-March","2100-January","  61.73","-145.01","   1300","Valdez-cordova","Outlet Willow Creek (190201022708)","SNOW:45M05"
"SNOW","1980","AK","Mcgrath","","1980-February","2100-January","  62.95","-155.61","    340","Yukon-koyukuk","Town of McGrath-Kuskokwim River (190304050502)","SNOW:55N01"
"SNOW","1980","AK","Moore Creek","","1980-February","1990-December","  62.60","-157.15","    950","Yukon-koyukuk","Headwaters Moore Creek (190304030101)","SNOW:57N01"
"SNOW","1980","AK","North Fork Ship Creek","","1980-May","1988-December","  61.10","-149.23","   3600","Anchorage","North Fork Ship Creek (190204010401)","SNOW:49M21"
"SNOW","1980","AK","Purkeypile Mine","","1980-February","2100-January","  62.94","-152.26","   2025","Denali","Headwaters Boulder Creek (190304010705)","SNOW:52N01"
"SNOW","1980","AK","Ramsdyke Creek","","1980-February","2100-January","  62.62","-150.81","   2220","Matanuska-susitna","Upper Tokositna River (190205020903)","SNOW:50N04"
"SNOW","1980","AK","Slow Fork","","1980-February","1989-December","  63.07","-152.85","   1300","Yukon-koyukuk","Headwaters Slow Fork Kuskokwim River (190304011304)","SNOW:52O02"
"SNOW","1980","AK","Tatalina Field","","1980-February","1989-December","  62.88","-155.97","    800","Yukon-koyukuk","Middle Tatalina River (190304030802)","SNOW:55N02"
"SNOW","1980","AK","Tokositna Valley","","1980-February","2100-January","  62.63","-150.77","    850","Matanuska-susitna","Upper Tokositna River (190205020903)","SNOW:50N05"
"SNOW","1980","AK","Totchaket","","1980-February","1993-December","  64.77","-149.42","    350","Yukon-koyukuk","Lunch Lake (190803110100)","SNOW:49P01"
"SNOW","1980","AK","Towahmina Lake","","1980-February","1989-December","  63.32","-153.67","    600","Yukon-koyukuk","Middle Slow Fork Kuskokwim River (190304011308)","SNOW:53O01"
"SNOW","1980","AK","Upper Chena Pillow Disc","","1980-February","2005-June","  65.10","-144.93","   2850","Fairbanks North Star","Headwaters Middle Fork Chena River (190803060102)","SNOW:44Q07"
"SNOW","1980","AK","Windy River","","1980-February","1990-December","  59.40","-151.45","    980","Kenai Peninsula","Rocky River (190202021401)","SNOW:51K04"
"SNOW","1979","AK","Fox Creek","","1979-January","2000-May","  60.73","-149.72","   1500","Kenai Peninsula","Upper Resurrection Creek (190203020501)","SNOW:49L06"
"SNOW","1979","AK","Nuka River","","1979-April","2013-June","  59.67","-150.69","   1250","Kenai Peninsula","Nuka River (190202021002)","SNOW:50K03"
"SNOW","1979","AK","Pass Creek","","1979-January","2100-January","  60.77","-149.69","   1200","Kenai Peninsula","Middle Resurrection Creek (190203020503)","SNOW:49L05"
"SNOW","1979","AK","Petersburg Reservoir","","1978-November","2100-January","  56.78","-132.92","    550","Petersburg","Mitkof Island-Frontal Frederick Sound (190102100102)","SNOW:32H01"
"SNOW","1979","AK","Petersburg Ridge, S.","","1978-December","2100-January","  56.78","-132.94","   1650","Unknown","Mitkof Island-Frontal Frederick Sound (190102100102)","SNOW:32H03"
"SNOW","1979","AK","Ptarmigan Hills","","1979-April","1990-December","  59.72","-150.70","   1200","Kenai Peninsula","Bradley Lake (190203011101)","SNOW:50K01"
"SNOW","1979","AK","Resurrection Pass","","1979-January","2100-January","  60.68","-149.75","   2250","Kenai Peninsula","Upper Resurrection Creek (190203020501)","SNOW:49L07"
"SNOW","1978","AK","Little Chena Bottom","","1978-March","2100-January","  65.10","-146.71","   1100","Fairbanks North Star","190803060706-Little Chena River (190803060706)","SNOW:46Q05"
"SNOW","1977","AK","Cropley Lake","","1977-January","2100-January","  58.27","-134.53","   1650","Juneau","Fish Creek (190103010710)","SNOW:34J02"
"SNOW","1977","AK","Devils Canyon","","1977-February","1989-December","  62.82","-149.30","   1350","Matanuska-susitna","Devils Canyon-Susitna River (190205012306)","SNOW:49N02"
"SNOW","1977","AK","Eagle Crest","","1977-January","2100-January","  58.28","-134.53","   1200","Juneau","Fish Creek (190103010710)","SNOW:34J03"
"SNOW","1977","AK","Fish Creek","","1977-January","2100-January","  58.31","-134.56","    500","Juneau","Fish Creek (190103010710)","SNOW:34J04"
"SNOW","1977","AK","Gulkana Glacier","","1977-June","1988-December","  63.28","-145.38","   6030","Southeast Fairbanks","Headwaters Phelan Creek (190803040301)","SNOW:45O09"
"SNOW","1976","AK","Demonstration Forest","","1976-February","2100-January","  59.66","-151.65","    780","Kenai Peninsula","Diamond Creek-Frontal Cook Inlet (190203010807)","SNOW:51K03"
"SNOW","1975","AK","Circle Hot Springs","","1975-March","2100-January","  65.48","-144.63","    860","Yukon-koyukuk","Portage Creek (190804010808)","SNOW:44Q05"
"SNOW","1973","AK","Monument Creek","","1973-February","2100-January","  65.08","-145.87","   1850","Fairbanks North Star","Monument Creek (190803060402)","SNOW:45Q02"
"SNOW","1973","AK","Mt. Alyeska","","1973-January","2012-May","  60.96","-149.09","   1540","Anchorage","Glacier Creek (190203020702)","SNOW:49L01"
"SNOW","1973","AK","South Campbell Creek","","1973-February","2100-January","  61.14","-149.69","   1200","Anchorage","South Fork Campbell Creek (190204010601)","SNOW:49M11"
"SNOW","1973","AK","Teuchet Creek","","1973-February","2100-January","  64.95","-145.52","   1640","Fairbanks North Star","Teuchet Creek (190803060301)","SNOW:45P03"
"SNOW","1972","AK","Bridge Creek","","1972-February","2100-January","  59.69","-151.47","   1300","Kenai Peninsula","Swift Creek-Frontal Kachemak Bay (190203010806)","SNOW:51K01"
"SNOW","1972","AK","Lowe River","","1972-February","2100-January","  61.11","-145.82","    600","Valdez-cordova","Middle Lowe River (190202010906)","SNOW:45M03"
"SNOW","1972","AK","Table Mountain","","1972-February","2100-January","  67.97","-149.76","   2200","Yukon-koyukuk","Upper Dietrich River (190901010101)","SNOW:49S03"
"SNOW","1972","AK","Thirty Mile","","1972-February","2100-January","  66.22","-150.25","   1350","Yukon-koyukuk","190804040202 (190804040202)","SNOW:50R02"
"SNOW","1972","AK","Valdez","","1972-February","2100-January","  61.10","-146.21","     50","Valdez-cordova","Lower Lowe River (190202010908)","SNOW:46M02"
"SNOW","1971","AK","Disaster Creek","","1971-February","2100-January","  67.70","-149.72","   1550","Yukon-koyukuk","Lower Dietrich River (190901010110)","SNOW:49S01"
"SNOW","1971","AK","Prospect Airstrip","","1971-February","1993-December","  66.82","-150.65","    980","Yukon-koyukuk","Grayling Creek-Jim River (190901020507)","SNOW:50R01"
"SNOW","1971","AK","Seven Mile","","1971-February","2100-January","  65.93","-149.86","    600","Yukon-koyukuk","Outlet Ray River (190804040306)","SNOW:49Q01"
"SNOW","1971","AK","Tsaina River","","1971-February","2100-January","  61.21","-145.50","   1650","Valdez-cordova","Lower Tsina River (190201040206)","SNOW:45M04"
"SNOW","1970","AK","Bertha Creek","","1970-February","2100-January","  60.76","-149.24","    950","Kenai Peninsula","Granite Creek (190203020406)","SNOW:49L02"
"SNOW","1970","AK","Caribou Creek","","1969-December","2100-January","  65.16","-147.59","   1250","Fairbanks North Star","Poker Creek (190803090603)","SNOW:47Q03"
"SNOW","1970","AK","Caribou Snow Pillow","","1969-December","2100-January","  65.15","-147.56","    900","Fairbanks North Star","Poker Creek (190803090603)","SNOW:47Q04"
"SNOW","1970","AK","Coldfoot","","1970-February","2100-January","  67.25","-150.18","   1040","Yukon-koyukuk","Slate Creek (190901010604)","SNOW:50S01"
"SNOW","1970","AK","Haystack Mtn.","","1970-February","2006-May","  65.14","-147.62","   1950","Fairbanks North Star","Poker Creek (190803090603)","SNOW:47Q02"
"SNOW","1970","AK","Jean Lake","","1970-February","2100-January","  60.52","-150.18","    620","Kenai Peninsula","Jean Creek-Kenai River (190203021406)","SNOW:50L01"
"SNOW","1970","AK","Kandik River","","1970-March","2002-May","  65.46","-141.56","   2850","Southeast Fairbanks","190705060907 (190705060907)","SNOW:41Q01"
"SNOW","1970","AK","Kenai Summit","","1970-February","2100-January","  60.67","-149.48","   1390","Kenai Peninsula","Headwaters Canyon Creek (190203020401)","SNOW:49L03"
"SNOW","1970","AK","Moose Pass","","1970-February","2100-January","  60.52","-149.49","    700","Kenai Peninsula","Outlet Quartz Creek (190203021104)","SNOW:49L04"
"SNOW","1970","AK","Mt. Fairplay","","1970-March","2100-January","  63.71","-142.27","   3100","Southeast Fairbanks","Mount Fairplay (190705021702)","SNOW:42O01"
"SNOW","1968","AK","Bonanza Creek","","1968-February","2100-January","  64.74","-148.32","   1150","Fairbanks North Star","Sevenmile Slough-Tanana River (190803071508)","SNOW:48P01"
"SNOW","1968","AK","Granite Creek","","1967-November","2015-April","  63.94","-145.40","   1240","Southeast Fairbanks","Granite Creek (190803031306)","SNOW:45O04"
"SNOW","1968","AK","Gulkana Glacier","","1968-April","1988-December","  63.25","-145.43","   4540","Southeast Fairbanks","Headwaters Phelan Creek (190803040301)","SNOW:45O06"
"SNOW","1968","AK","Gulkana Glacier","","1968-April","1988-December","  63.28","-145.43","   5480","Southeast Fairbanks","Headwaters Phelan Creek (190803040301)","SNOW:45O07"
"SNOW","1968","AK","Horsepasture Pass","","1968-February","2100-January","  62.13","-147.63","   4300","Matanuska-susitna","Conglomerate Creek (190205011406)","SNOW:47N02"
"SNOW","1968","AK","Lake Todatonten","","1968-March","2100-January","  66.17","-152.94","    550","Yukon-koyukuk","Todatonten Lake-Mentanontli River (190901041102)","SNOW:52R01"
"SNOW","1968","AK","Nugget Bench","","1968-February","2100-January","  62.52","-150.94","   2010","Matanuska-susitna","Headwaters Cache Creek (190205041805)","SNOW:50N01"
"SNOW","1968","AK","Wolverine Glacier","","1968-April","1990-December","  60.38","-148.92","   1950","Kenai Peninsula","Wolverine Creek (190202012203)","SNOW:48L01"
"SNOW","1968","AK","Wolverine Glacier","","1968-January","1990-December","  60.42","-148.92","   3610","Kenai Peninsula","Wolverine Creek (190202012203)","SNOW:48L02"
"SNOW","1968","AK","Wolverine Glacier","","1968-January","1990-December","  60.42","-148.92","   4430","Kenai Peninsula","Wolverine Creek (190202012203)","SNOW:48L03"
"SNOW","1967","AK","Bettles Field","","1967-March","2018-May","  66.91","-151.53","    640","Yukon-koyukuk","Jack White Creek-Koyukuk River (190901012604)","SNOW:51R01"
"SNOW","1967","AK","Big Fish Lake","","1967-March","1998-December","  67.93","-144.08","   1790","Yukon-koyukuk","Big Fish Lake (190801051008)","SNOW:44S01"
"SNOW","1967","AK","Boundary","","1967-March","2100-January","  64.14","-141.34","   3500","Southeast Fairbanks","Twelvemile Creek-Walker Fork (190705021902)","SNOW:41P03"
"SNOW","1967","AK","Farewell Lake","","1967-March","1990-December","  62.55","-153.62","   1090","Yukon-koyukuk","Farewell Lake-South Fork Kuskokwim River (190304071202)","SNOW:53N01"
"SNOW","1967","AK","Fort Greely","","1966-November","2100-January","  63.94","-145.77","   1500","Southeast Fairbanks","Lower Jarvis Creek (190803040606)","SNOW:45O05"
"SNOW","1967","AK","Indian Pass","","1967-February","2006-May","  61.07","-149.48","   2350","Anchorage","Headwaters Ship Creek (190204010402)","SNOW:49M08"
"SNOW","1967","AK","Lake Minchumina","","1967-March","2100-January","  63.89","-152.30","    730","Yukon-koyukuk","Lake Minchumina (190803100511)","SNOW:52O01"
"SNOW","1967","AK","Sanford River","","1967-February","2100-January","  62.22","-145.06","   2280","Valdez-cordova","Lower Sanford River (190201011509)","SNOW:45N02"
"SNOW","1967","AK","Ship Creek","","1967-February","1993-December","  61.13","-149.45","   1750","Anchorage","Headwaters Ship Creek (190204010402)","SNOW:49M07"
"SNOW","1967","AK","Skwentna","","1967-February","2100-January","  61.97","-151.20","    160","Matanuska-susitna","Canyon Lake-Skwentna River (190205041511)","SNOW:51M01"
"SNOW","1967","AK","Squaw Lake","","1967-March","2017-April","  67.63","-148.20","   2150","Yukon-koyukuk","Squaw Lake-Lake Creek (190802010207)","SNOW:48S02"
"SNOW","1967","AK","Talkeetna","","1967-February","2100-January","  62.32","-150.09","    350","Matanuska-susitna","Twister Creek-Susitna River (190205050305)","SNOW:50N02"
"SNOW","1967","AK","Upper Chena","","1967-February","2100-January","  65.11","-144.92","   3000","Fairbanks North Star","Headwaters Middle Fork Chena River (190803060102)","SNOW:44Q01"
"SNOW","1967","AK","Vundik Lake","","1967-March","1979-December","  67.28","-144.80","   1000","Yukon-koyukuk","Kwittevunkud Lake (190802030502)","SNOW:43R01"
"SNOW","1966","AK","Colorado Creek","","1966-January","2100-January","  64.90","-146.62","    700","Fairbanks North Star","Fourmile Creek-Chena River (190803060606)","SNOW:46P04"
"SNOW","1965","AK","Alexander Lake","","1965-February","2100-January","  61.75","-150.89","    160","Matanuska-susitna","Headwaters Alexander Creek (190205051106)","SNOW:50M01"
"SNOW","1965","AK","Black River","","1965-March","1998-December","  66.60","-142.75","    620","Yukon-koyukuk","Salmon Village-Black River (190801061509)","SNOW:42R01"
"SNOW","1965","AK","Caribou Mine","","1965-February","2100-January","  64.68","-145.72","   1150","Fairbanks North Star","190803050604-Salcha River (190803050604)","SNOW:45P02"
"SNOW","1965","AK","Chicken Airstrip","","1965-March","2100-January","  64.07","-141.95","   1650","Southeast Fairbanks","Outlet Mosquito Fork (190705021308)","SNOW:41P02"
"SNOW","1965","AK","Circle City","","1965-March","2007-May","  65.83","-144.07","    600","Yukon-koyukuk","Twentytwo Mile Slough-Yukon River (190705062003)","SNOW:44Q03"
"SNOW","1965","AK","Coleen River","","1965-March","1986-December","  67.73","-142.50","   1100","Yukon-koyukuk","190801041302-Coleen River (190801041302)","SNOW:42S01"
"SNOW","1965","AK","Eagle Village","","1965-March","1989-December","  64.78","-141.13","    900","Southeast Fairbanks","Buckeye Creek-Yukon River (190705051301)","SNOW:41P01"
"SNOW","1965","AK","Long Lake","","1965-March","2012-June","  58.19","-133.83","    850","Juneau","190102060505-Dawes Glacier (190102060505)","SNOW:33J01"
"SNOW","1965","AK","Speel River","","1965-March","2100-January","  58.16","-133.72","    280","Juneau","190102060505-Dawes Glacier (190102060505)","SNOW:33J03"
"SNOW","1964","AK","Arctic Ski Bowl","","1964-February","2100-January","  61.25","-149.52","   3000","Anchorage","Headwaters Ship Creek (190204010402)","SNOW:49M05"
"SNOW","1964","AK","Arctic Valley #1","","1964-February","2100-January","  61.23","-149.64","    500","Anchorage","Outlet Ship Creek (190204010404)","SNOW:49M01"
"SNOW","1964","AK","Arctic Valley #2","","1964-February","2100-January","  61.23","-149.61","   1000","Anchorage","Outlet Ship Creek (190204010404)","SNOW:49M02"
"SNOW","1964","AK","Arctic Valley #3","","1964-February","2100-January","  61.23","-149.58","   1450","Anchorage","Headwaters Ship Creek (190204010402)","SNOW:49M03"
"SNOW","1964","AK","Arctic Valley #4","","1964-February","2100-January","  61.24","-149.56","   2030","Anchorage","Headwaters Ship Creek (190204010402)","SNOW:49M04"
"SNOW","1964","AK","Arctic Village","","1964-March","2016-April","  68.12","-145.60","   2050","Yukon-koyukuk","Paddle Mountain-East Fork Chandalar River (190802021307)","SNOW:45T01"
"SNOW","1964","AK","Bald Mountain Lake","","1964-February","1987-December","  62.25","-149.72","   2150","Matanuska-susitna","North Fork Montana Creek (190205050101)","SNOW:49N01"
"SNOW","1964","AK","Chandalar Lake","","1964-March","1998-December","  68.08","-149.59","   3300","North Slope","Chandalar Shelf (190802010102)","SNOW:48S01"
"SNOW","1964","AK","Chelatna Lake","","1964-February","2100-January","  62.46","-151.46","   1450","Matanuska-susitna","Chelatna Lake (190205041602)","SNOW:51N01"
"SNOW","1964","AK","Clearwater Lake","","1964-February","2100-January","  62.93","-146.96","   2650","Matanuska-susitna","Lower Clearwater Creek (190205010508)","SNOW:46N01"
"SNOW","1964","AK","Fishhook Basin","","1964-February","2100-January","  61.78","-149.27","   3300","Matanuska-susitna","Fishhook Creek-Little Susitna River (190205051202)","SNOW:49M10"
"SNOW","1964","AK","Fog Lakes","","1964-February","2100-January","  62.79","-148.46","   2120","Matanuska-susitna","Fog Lakes (190205012002)","SNOW:48N02"
"SNOW","1964","AK","Fort Yukon","","1964-March","2100-January","  66.58","-145.20","    430","Yukon-koyukuk","Outlet Sucker River (190801071003)","SNOW:45R01"
"SNOW","1964","AK","Haggard Creek","","1964-February","2100-January","  62.69","-145.45","   2540","Valdez-cordova","Haggard Creek (190201020602)","SNOW:45N01"
"SNOW","1964","AK","Lake Louise","","1964-February","2100-January","  62.27","-146.52","   2400","Matanuska-susitna","Lake Louise (190205010905)","SNOW:46N02"
"SNOW","1964","AK","Monahan Flat","","1964-February","2100-January","  63.31","-147.65","   2710","Matanuska-susitna","West Fork Susitna River (190205010304)","SNOW:47O01"
"SNOW","1964","AK","Square Lake","","1964-February","2100-January","  62.40","-147.47","   2950","Matanuska-susitna","Lower Oshetna River (190205011409)","SNOW:47N01"
"SNOW","1964","AK","St. Anne Lake","","1964-February","2100-January","  61.90","-146.05","   1990","Valdez-cordova","Saint Anne Lake (190201022001)","SNOW:46M01"
"SNOW","1964","AK","Venetie","","1964-March","1995-December","  67.05","-146.42","    610","Yukon-koyukuk","Venetie Lake (190802040704)","SNOW:46S01"
"SNOW","1964","AK","Willow Airstrip","","1964-February","2100-January","  61.75","-150.05","    200","Matanuska-susitna","Outlet Willow Creek (190205050605)","SNOW:50M02"
"SNOW","1962","AK","French Creek","","1962-February","2100-January","  64.58","-146.76","   1800","Fairbanks North Star","Little Salcha River (190803071003)","SNOW:46P02"
"SNOW","1962","AK","Little Chena Ridge","","1962-February","2100-January","  65.12","-146.73","   2000","Fairbanks North Star","190803060706-Little Chena River (190803060706)","SNOW:46Q02"
"SNOW","1962","AK","Mentasta Pass","","1962-February","2100-January","  62.90","-143.67","   2430","Valdez-cordova","Slana Slough-Slana River (190201010310)","SNOW:43N01"
"SNOW","1962","AK","Mt. Ryan","","1962-February","2100-January","  65.25","-146.15","   2800","Fairbanks North Star","Headwaters West Fork Chena River (190803060404)","SNOW:46Q01"
"SNOW","1962","AK","Munson Ridge","","1962-February","2100-January","  64.85","-146.21","   3100","Fairbanks North Star","Rock Creek-Chena River (190803060602)","SNOW:46P01"
"SNOW","1960","AK","Cleary Summit","","1960-February","2100-January","  65.05","-147.43","   2230","Fairbanks North Star","Cleary Creek (190803090605)","SNOW:47Q01"
"SNOW","1960","AK","Fairbanks F.O.","","1960-February","2012-May","  64.86","-147.79","    450","Fairbanks North Star","Chena River (190803060907)","SNOW:47P03"
"SNOW","1960","AK","Fielding Lake","","1960-February","2100-January","  63.20","-145.63","   3000","Valdez-cordova","Fielding Lake (190803040302)","SNOW:45O01"
"SNOW","1960","AK","Shaw Creek Flats","","1960-February","2100-January","  64.20","-145.93","    980","Southeast Fairbanks","Tenderfoot Creek-Tanana River (190803070901)","SNOW:45P01"
"SNOW","1960","AK","Tok Junction","","1960-February","2100-January","  63.30","-143.01","   1650","Southeast Fairbanks","Tanacross (190803020903)","SNOW:43O01"
"SNOW","1960","AK","Yak Pasture","","1960-February","1986-December","  64.87","-147.85","    600","Fairbanks North Star","Chena River (190803060907)","SNOW:47P01"
"SNOW","1958","AK","Sheep Mountain","","1958-March","2100-January","  61.81","-147.48","   2900","Matanuska-susitna","Lake Creek-Matanuska River (190204020307)","SNOW:47M02"
"SNOW","1958","AK","Worthington Glacier","","1958-March","2100-January","  61.18","-145.69","   2100","Valdez-cordova","Ptarmigan Creek (190201040202)","SNOW:45M02"
"SNOW","1951","AK","Moraine","","1951-May","2012-April","  61.38","-149.00","   2100","Anchorage","Eklutna Lake (190204010103)","SNOW:48M01"
"MPRC","2002","AK","Independence Mine","","2001-October","2017-October","  61.78","-149.27","   3550","Matanuska-susitna","Fishhook Creek-Little Susitna River (190205051202)","MPRC:X004"
"MPRC","1991","AK","Cottonwood Camp","","1990-October","1991-July","  65.12","-164.72","    100","Unknown","Golden Gate Creek-Pilgrim River (190501050608)","MPRC:X403"
"MPRC","1991","AK","Red Dog","","1991-July","2100-January","  68.04","-162.88","    950","Northwest Arctic","Sivukat Mountain (190504040804)","MPRC:X621"
"MPRC","1989","AK","Ship Creek","","1988-October","1993-October","  61.13","-149.45","   1750","Anchorage","Headwaters Ship Creek (190204010402)","MPRC:X497"
"MPRC","1989","AK","Sugarloaf Mountain","","1988-October","2007-October","  61.08","-146.27","    525","Valdez-cordova","Lower Lowe River (190202010908)","MPRC:X464"
"MPRC","1986","AK","Granite Creek","","1985-November","2017-October","  63.95","-145.38","   1240","Southeast Fairbanks","Granite Creek (190803031306)","MPRC:X454"
"MPRC","1983","AK","Atigun Camp","","1982-October","2100-January","  68.17","-149.43","   3400","North Slope","Upper Atigun River (190604020101)","MPRC:X494"
"MPRC","1983","AK","Chandalar Shelf","","1982-October","2100-January","  68.08","-149.08","   3300","North Slope","190802010701 (190802010701)","MPRC:X492"
"MPRC","1983","AK","Prudhoe Bay Scs","","1982-October","2000-October","  70.26","-148.57","     30","North Slope","190604010102 (190604010102)","MPRC:X405"
"COOP","1979","AK","Hope","","1979-January","2020-October","  60.92","-149.63","    150","Kenai Peninsula","Lower Resurrection Creek (190203020504)","COOP:3720"
"COOP","1978","AK","Homer 8 NW","","1977-October","2100-January","  59.75","-151.65","   1000","Kenai Peninsula","Outlet Anchor River (190203010706)","COOP:3672"
