"ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","site_id"
"SNOW","1972","WA","Four Mile Ridge Am","(AIR)","1972-February","1982-December","  48.93","-120.42","   6800","Okanogan","East Fork Pasayten River (170200070104)","SNOW:20B27"
"SNOW","1972","WA","Freezeout Mdws New","","1972-March","1986-December","  48.97","-120.90","   5040","Whatcom","Lower Lightning Creek (171100050405)","SNOW:20A38"
"SNOW","1972","WY","Buck Creek","","1972-February","2008-June","  42.57","-105.97","   7900","Converse","Middle Deer Creek (101800071002)","SNOW:05G03"
"SNOW","1971","AK","Disaster Creek","","1971-February","2100-January","  67.70","-149.72","   1550","Yukon-koyukuk","Lower Dietrich River (190901010110)","SNOW:49S01"
"SNOW","1971","AK","Prospect Airstrip","","1971-February","1993-December","  66.82","-150.65","    980","Yukon-koyukuk","Grayling Creek-Jim River (190901020507)","SNOW:50R01"
"SNOW","1971","AK","Seven Mile","","1971-February","2100-January","  65.93","-149.86","    600","Yukon-koyukuk","Outlet Ray River (190804040306)","SNOW:49Q01"
"SNOW","1971","AK","Tsaina River","","1971-February","2100-January","  61.21","-145.50","   1650","Valdez-cordova","Lower Tsina River (190201040206)","SNOW:45M04"
"SNOW","1971","BC","Bouleau Lake","","1971-February","2100-January","  50.27","-119.64","   4593","Unknown","Canada (170200060205)","SNOW:2F21"
"SNOW","1971","BC","Vaseux Creek","","1971-February","2100-January","  49.27","-119.32","   4593","Unknown","Canada (170200061301)","SNOW:2F20"
"SNOW","1971","CA","Black Springs","","1971-April","2100-January","  38.38","-120.19","   6500","Calaveras","Middle North Fork Stanislaus River (180400100303)","SNOW:BLS"
"SNOW","1971","CA","Stanislaus Meadow","","1971-February","2100-January","  38.51","-119.94","   7750","Alpine","Upper North Fork Stanislaus River (180400100301)","SNOW:SLM"
"SNOW","1971","CA","Tahoe City Cross","","1971-January","1995-December","  39.17","-120.15","   6750","Placer","Squaw Creek-Truckee River (160501020202)","SNOW:20K27"
"SNOW","1971","CO","Long Draw Reservoir","","1971-May","2100-January","  40.51","-105.77","   9980","Larimer","La Poudre Pass Creek (101900070203)","SNOW:05J27"
"SNOW","1971","MT","Copper Lake Creek","","1971-March","1986-December","  47.08","-112.72","   6100","Lewis And Clark","Copper Creek (170102030103)","SNOW:12B15"
"SNOW","1971","MT","King Creek Saddle","","1971-January","1979-December","  47.93","-108.62","   4550","Blaine","Little Peoples Creek (100500090102)","SNOW:08B02"
"SNOW","1971","MT","King Springs","","1971-January","1979-December","  47.93","-108.63","   4150","Blaine","Little Peoples Creek (100500090102)","SNOW:08B03"
"SNOW","1971","MT","Mission Mountain","","1971-January","1979-December","  47.92","-108.62","   5050","Phillips","Upper Rock Creek (100401040602)","SNOW:08B01"
"SNOW","1971","MT","Noisy Creek","","1971-March","1980-December","  48.13","-113.97","   3600","Flathead","Bigfork Dam (170102110402)","SNOW:13A21"
"SNOW","1971","NM","Alamitos","","1971-February","2100-January","  36.07","-105.45","   9320","Mora","La Junta Canyon-Rio Pueblo (130201010902)","SNOW:05N12"
"SNOW","1971","OR","Saddle Mountain","","1971-February","1978-December","  45.53","-123.37","   3250","Washington","Headwaters Tualatin River (170900100201)","SNOW:23D01"
"SNOW","1971","OR","Seine Creek","","1971-January","1978-December","  45.52","-123.28","   2000","Washington","Sain Creek-Scoggins Creek (170900100203)","SNOW:23D02"
"SNOW","1971","OR","Valsetz Summit","","1971-February","1978-December","  44.90","-123.48","   2600","Multnomah","Upper Rickreall Creek (170900070103)","SNOW:23E03"
"SNOW","1971","UT","Brown Duck","","1971-April","1989-December","  40.58","-110.58","  10600","Duchesne","Brown Duck Creek-Lake Fork River (140600030604)","SNOW:10J30"
"SNOW","1971","UT","Dry Valley Divide","","1971-January","1985-December","  39.87","-111.12","   8100","Carbon","Dry Valley-Lost Creek (140600070204)","SNOW:11K42"
"SNOW","1971","UT","Farview","","1971-February","1982-December","  37.55","-112.27","   8200","Garfield","Tropic Reservoir (160300020302)","SNOW:12M18"
"SNOW","1971","UT","Orange Olsen","","1971-February","1985-December","  39.30","-111.30","   7200","Emery","Seely Creek (140600090203)","SNOW:11K40"
"SNOW","1971","WA","Granite Creek","","1971-February","2100-January","  48.60","-120.81","   3500","Skagit","Upper Granite Creek (171100050503)","SNOW:20A06"
"SNOW","1971","WA","Granite Creek","","1971-February","1986-December","  48.60","-120.80","   3500","Skagit","Upper Granite Creek (171100050503)","SNOW:21A29"
"SNOW","1971","WA","New Lake Hozomeen","","1971-February","2100-January","  48.94","-121.03","   2800","Whatcom","Silver Creek-Ross Lake (171100050602)","SNOW:21A30"
"SNOW","1971","WA","Van Epps Pass Am","(AIR)","1971-February","2003-June","  47.48","-120.97","   5900","Kittitas","Headwaters Cle Elum River (170300010102)","SNOW:20B26"
"SNOW","1970","AK","Bertha Creek","","1970-February","2100-January","  60.76","-149.24","    950","Kenai Peninsula","Granite Creek (190203020406)","SNOW:49L02"
"SNOW","1970","AK","Caribou Creek","","1969-December","2100-January","  65.16","-147.59","   1250","Fairbanks North Star","Poker Creek (190803090603)","SNOW:47Q03"
"SNOW","1970","AK","Caribou Snow Pillow","","1969-December","2100-January","  65.15","-147.56","    900","Fairbanks North Star","Poker Creek (190803090603)","SNOW:47Q04"
"SNOW","1970","AK","Coldfoot","","1970-February","2100-January","  67.25","-150.18","   1040","Yukon-koyukuk","Slate Creek (190901010604)","SNOW:50S01"
"SNOW","1970","AK","Haystack Mtn.","","1970-February","2006-May","  65.14","-147.62","   1950","Fairbanks North Star","Poker Creek (190803090603)","SNOW:47Q02"
"SNOW","1970","AK","Jean Lake","","1970-February","2100-January","  60.52","-150.18","    620","Kenai Peninsula","Jean Creek-Kenai River (190203021406)","SNOW:50L01"
"SNOW","1970","AK","Kandik River","","1970-March","2002-May","  65.46","-141.56","   2850","Southeast Fairbanks","190705060907 (190705060907)","SNOW:41Q01"
"SNOW","1970","AK","Kenai Summit","","1970-February","2100-January","  60.67","-149.48","   1390","Kenai Peninsula","Headwaters Canyon Creek (190203020401)","SNOW:49L03"
"SNOW","1970","AK","Moose Pass","","1970-February","2100-January","  60.52","-149.49","    700","Kenai Peninsula","Outlet Quartz Creek (190203021104)","SNOW:49L04"
"SNOW","1970","AK","Mt. Fairplay","","1970-March","2100-January","  63.71","-142.27","   3100","Southeast Fairbanks","Mount Fairplay (190705021702)","SNOW:42O01"
"SNOW","1970","BC","Azure River","","1970-April","2011-July","  52.67","-119.69","   5315","Unknown","unknown ()","SNOW:1E08"
"SNOW","1970","BC","Mission Creek Pillow","","1969-November","2100-January","  49.95","-118.95","   5840","Unknown","Canada (170200060702)","SNOW:2F05P"
"SNOW","1970","BC","Mission Ridge Pillow","","1969-November","2100-January","  50.76","-122.21","   6070","Unknown","unknown ()","SNOW:1C18P"
"SNOW","1970","CA","Dodge Ridge","","1970-February","1982-December","  38.18","-119.93","   8150","Tuolumne","Upper Clavey River (180400090801)","SNOW:19L37"
"SNOW","1970","CA","Mt Bidwell","","1970-April","2007-July","  41.97","-120.18","   7200","Modoc","Bidwell Creek-Frontal Upper Alkali Lake (180800010101)","SNOW:20H09"
"SNOW","1970","CA","North Star","","1970-April","1983-December","  41.95","-120.18","   6200","Modoc","Bidwell Creek-Frontal Upper Alkali Lake (180800010101)","SNOW:20H10"
"SNOW","1970","CO","Hermit Lake","","1970-February","1988-December","  38.10","-105.63","  10400","Saguache","Taylor Creek (110200011210)","SNOW:05L04"
"SNOW","1970","ID","Democrat Creek","","1970-January","2100-January","  43.09","-116.78","   5718","Owyhee","Upper Reynolds Creek (170501030601)","SNOW:16F13"
"SNOW","1970","ID","Dobson Creek","","1970-January","2100-January","  43.08","-116.83","   7093","Owyhee","Upper Reynolds Creek (170501030601)","SNOW:16F12"
"SNOW","1970","ID","Reynolds Mountain","","1970-January","2100-January","  43.07","-116.75","   6745","Owyhee","Upper Reynolds Creek (170501030601)","SNOW:16F08"
"SNOW","1970","ID","Reynolds West Fork #1","","1970-January","2100-January","  43.07","-116.81","   6971","Owyhee","Upper Reynolds Creek (170501030601)","SNOW:16F10"
"SNOW","1970","ID","Reynolds West Fork #2","","1970-January","2100-January","  43.06","-116.80","   6801","Owyhee","Upper Reynolds Creek (170501030601)","SNOW:16F09"
"SNOW","1970","ID","Reynolds-Dobson Divide","","1970-January","2100-January","  43.08","-116.82","   7043","Owyhee","Upper Reynolds Creek (170501030601)","SNOW:16F11"
"SNOW","1970","MT","Picket Pin D","","1970-February","1990-December","  45.43","-110.05","   9450","Sweet Grass","Limestone Creek (100700050202)","SNOW:10D21"
"SNOW","1970","NV","Defiance Mines, Aerial Marker","","1970-March","2100-January","  39.09","-114.90","   9302","White Pine","Cooper Wash-Willow Creek (160600081002)","SNOW:14K09"
"SNOW","1970","NV","Mount Rose Ski Area","","1970-January","1997-December","  39.32","-119.88","   8850","Washoe","Franktown Creek-Frontal Washoe Lake (160501020301)","SNOW:19K07"
"SNOW","1970","NV","ONeil Creek","","1970-March","2100-January","  41.86","-115.08","   6430","Elko","Pole Creek (170402130106)","SNOW:15H25"
"SNOW","1970","OR","Laurel Mountain","","1970-February","1978-December","  44.93","-123.52","   3000","Multnomah","Upper Mill Creek (170900080301)","SNOW:23E02"
"SNOW","1970","WA","Baker Pass Am","(AIR)","1970-January","1978-November","  48.72","-121.85","   4900","Whatcom","Upper Middle Fork Nooksack River (171100040301)","SNOW:21A27"
"SNOW","1970","WA","Brown Top Ridge AM","(AIR)","1970-February","2100-January","  48.93","-121.20","   6000","Whatcom","Little Beaver Creek (171100050601)","SNOW:21A28"
"SNOW","1970","WA","Lynn Lake","","1970-January","2100-January","  47.20","-121.78","   3885","King","Howard Hansen Dam-Green River (171100130203)","SNOW:21B50"
"SNOW","1970","WA","Stranger Mountain","","1970-February","2100-January","  48.16","-117.97","   4230","Stevens","Deer Creek (170200030103)","SNOW:17A05"
"SNOW","1970","WA","Waptus Lake Am","(AIR)","1970-February","1982-December","  47.48","-121.15","   3000","Kittitas","Waptus River (170300010101)","SNOW:21B49"
"SNOW","1970","WY","South Thomas Fork","","1970-February","1985-June","  42.30","-110.97","   7840","Lincoln","Lower Hobble Creek (160101020201)","SNOW:10G19"
"SNOW","1970","WY","Wolverine","","1970-February","1991-June","  44.80","-109.66","   7650","Park","Crazy Creek (100700060104)","SNOW:09E08"
"SNOW","1969","AZ","Cheese Springs","","1969-January","2100-January","  34.05","-109.50","   8700","Apache","Fish Creek-Little Colorado River (150200010205)","SNOW:09R07"
"SNOW","1969","BC","Brenda Mine","","1969-February","2014-April","  49.86","-119.98","   4790","Unknown","Canada (170200060805)","SNOW:2F18"
"SNOW","1969","BC","Floe Lake","","1969-February","2015-May","  51.05","-116.14","   6857","Unknown","Headwaters Kootenai River (170101070000)","SNOW:2C14"
"SNOW","1969","BC","Gray Creek Upper","","1969-February","2100-January","  49.61","-116.66","   6365","Unknown","Canada (170101041708)","SNOW:2D10"
"SNOW","1969","BC","Kimberley Lower V O R","","1969-February","1996-April","  49.54","-116.03","   4495","Unknown","Upper Kootenai River (170101080000)","SNOW:2C13"
"SNOW","1969","BC","Kimberley Middlev O R","","1969-February","2012-June","  49.56","-116.05","   5512","Unknown","Upper Kootenai River (170101080000)","SNOW:2C12"
"SNOW","1969","BC","Kimberley Upper V O R","","1969-February","2012-June","  49.56","-116.08","   7021","Unknown","Upper Kootenai River (170101080000)","SNOW:2C11"
"SNOW","1969","BC","Mount Assiniboine","","1969-February","2100-January","  50.91","-115.61","   7316","Unknown","Headwaters Kootenai River (170101070000)","SNOW:2C15"
"SNOW","1969","BC","Mount Joffre","","1969-March","2100-January","  50.54","-115.12","   5741","Unknown","Canada (170101060102)","SNOW:2C16"
"SNOW","1969","BC","Moyie Mountain","","1969-February","2002-June","  49.12","-115.69","   6365","Unknown","Gilnockie Creek (170101030303)","SNOW:2C10"
"SNOW","1969","BC","Oyama Lake","","1969-February","2100-January","  50.10","-119.27","   4396","Unknown","Canada (170200060303)","SNOW:2F19"
"SNOW","1969","BC","Thunder Creek","","1969-March","2100-January","  50.03","-115.24","   6594","Unknown","Canada (170101010101)","SNOW:2C17"
"SNOW","1969","CA","Heavenly Valley","","1969-January","1990-December","  38.93","-119.90","   8800","El Dorado","Brockliss Slough (160502010303)","SNOW:19L24"
"SNOW","1969","CA","Sonora Pass Bridge","","1969-January","1990-December","  38.32","-119.60","   8750","Mono","Leavitt Creek-West Walker River (160503020104)","SNOW:19L23"
"SNOW","1969","CA","Virginia Lakes Ridge","","1969-January","2100-January","  38.08","-119.25","   9400","Mono","Virginia Creek (160503010103)","SNOW:19L22"
"SNOW","1969","CO","Big Meadows","","1969-February","2017-December","  37.53","-106.80","   9260","Mineral","Headwaters South Fork Rio Grande (130100011102)","SNOW:06M25"
"SNOW","1969","CO","Pinos Mill","","1969-February","2100-January","  37.05","-106.42","  10000","Conejos","Headwaters Rio de Los Pinos (130100050201)","SNOW:06M24"
"SNOW","1969","ID","Morse Creek Sawmill","","1969-April","2100-January","  44.65","-113.75","   7120","Lemhi","Morse Creek (170602020307)","SNOW:13E26"
"SNOW","1969","MT","Bald Eagle Peak","","1969-March","1990-December","  48.13","-115.63","   5700","Lincoln","Upper Libby Creek (170101011301)","SNOW:15A11"
"SNOW","1969","MT","Banfield Mountain","","1969-January","2011-May","  48.57","-115.45","   5600","Lincoln","Bristow Creek (170101011202)","SNOW:15A08"
"SNOW","1969","MT","Bristow Creek","","1969-January","2100-January","  48.56","-115.39","   3900","Lincoln","Bristow Creek (170101011202)","SNOW:15A10"
"SNOW","1969","MT","Davis Creek","","1969-January","2012-June","  48.95","-115.94","   5400","Lincoln","Upper West Fork Yaak River (170101030202)","SNOW:15A04"
"SNOW","1969","MT","Garver Creek","","1969-January","2008-June","  48.98","-115.82","   4250","Lincoln","Upper West Fork Yaak River (170101030202)","SNOW:15A05"
"SNOW","1969","MT","Keeler Creek","","1969-March","2007-May","  48.33","-116.02","   3300","Lincoln","Keeler Creek (170101011604)","SNOW:16A09"
"SNOW","1969","NM","San Antonio Sink","","1969-February","2100-January","  36.87","-106.23","   9200","Rio Arriba","Canada Tio Grande-Rio San Antonio (130100050301)","SNOW:06N15"
"SNOW","1969","OR","Cascade Summit Alt. 2","","1969-February","1969-December","  43.58","-122.02","   4880","Lane","Upper Odell Creek (170703010201)","SNOW:22F40"
"SNOW","1969","OR","Mule Creek","","1969-January","1992-December","  42.82","-123.87","   3680","Curry","Wilson Creek-West Fork Cow Creek (171003020801)","SNOW:23G14"
"SNOW","1969","UT","Lambs Canyon","","1969-January","2100-January","  40.72","-111.62","   7463","Salt Lake","Parleys Creek (160202040302)","SNOW:11J41"
"SNOW","1969","WA","Alpine Meadow","","1969-March","2100-January","  47.78","-121.70","   3500","Snohomish","Upper North Fork Tolt River (171100100501)","SNOW:21B48"
"SNOW","1969","WA","Joe Lake Am","(AIR)","1969-February","1982-December","  47.47","-121.33","   4624","Kittitas","Headwaters Yakima River (170300010301)","SNOW:21B46"
"SNOW","1969","WA","Lemah Creek Am","(AIR)","1969-February","1982-December","  47.50","-121.27","   3327","Kittitas","Cooper River (170300010103)","SNOW:21B47"
"SNOW","1969","WA","Panorama New","","1969-January","1981-December","  48.87","-121.67","   4300","Whatcom","Headwaters North Fork Nooksack River (171100040101)","SNOW:21A26"
"SNOW","1969","WY","Freds Mountain","","1969-January","1988-February","  43.78","-110.97","   8000","Teton","Spring Creek (170402040202)","SNOW:10F22"
"SNOW","1968","AK","Bonanza Creek","","1968-February","2100-January","  64.74","-148.32","   1150","Fairbanks North Star","Sevenmile Slough-Tanana River (190803071508)","SNOW:48P01"
"SNOW","1968","AK","Granite Creek","","1967-November","2100-January","  63.94","-145.40","   1240","Southeast Fairbanks","Granite Creek (190803031306)","SNOW:45O04"
"SNOW","1968","AK","Gulkana Glacier","","1968-April","1988-December","  63.25","-145.43","   4540","Southeast Fairbanks","Headwaters Phelan Creek (190803040301)","SNOW:45O06"
"SNOW","1968","AK","Gulkana Glacier","","1968-April","1988-December","  63.28","-145.43","   5480","Southeast Fairbanks","Headwaters Phelan Creek (190803040301)","SNOW:45O07"
"SNOW","1968","AK","Horsepasture Pass","","1968-February","2100-January","  62.13","-147.63","   4300","Matanuska-susitna","Conglomerate Creek (190205011406)","SNOW:47N02"
"SNOW","1968","AK","Lake Todatonten","","1968-March","2100-January","  66.17","-152.94","    550","Yukon-koyukuk","Todatonten Lake-Mentanontli River (190901041102)","SNOW:52R01"
"SNOW","1968","AK","Nugget Bench","","1968-February","2100-January","  62.52","-150.94","   2010","Matanuska-susitna","Headwaters Cache Creek (190205041805)","SNOW:50N01"
"SNOW","1968","AK","Wolverine Glacier","","1968-April","1990-December","  60.38","-148.92","   1950","Kenai Peninsula","Wolverine Creek (190202012203)","SNOW:48L01"
"SNOW","1968","AK","Wolverine Glacier","","1968-January","1990-December","  60.42","-148.92","   3610","Kenai Peninsula","Wolverine Creek (190202012203)","SNOW:48L02"
"SNOW","1968","AK","Wolverine Glacier","","1968-January","1990-December","  60.42","-148.92","   4430","Kenai Peninsula","Wolverine Creek (190202012203)","SNOW:48L03"
"SNOW","1968","AZ","Bear Paw","","1968-January","2004-May","  35.35","-111.65","  10100","Coconino","Bear Jaw Canyon (150200160201)","SNOW:11P09"
"SNOW","1968","AZ","Snowslide Canyon","","1968-January","2004-May","  35.35","-111.65","   9750","Coconino","Bear Jaw Canyon (150200160201)","SNOW:11P08"
"SNOW","1968","BC","Blackwall Peak Pillow","","1967-October","2100-January","  49.10","-120.77","   6365","Unknown","Buckhorn Creek-Similkameen River (170200070204)","SNOW:2G03P"
"SNOW","1968","CA","Chapman Creek","","1968-February","2100-January","  39.63","-120.53","   5850","Sierra","Deer Creek-North Yuba River (180201250202)","SNOW:CMC"
"SNOW","1968","CA","Hells Kitchen","","1968-February","2100-January","  38.42","-120.10","   6550","Calaveras","Middle North Fork Stanislaus River (180400100303)","SNOW:HLK"
"SNOW","1968","CO","Lemon Reservoir","","1968-March","2100-January","  37.45","-107.67","   8700","La Plata","Virginia Gulch-Florida River (140801040702)","SNOW:07M23"
"SNOW","1968","CO","Walton Mountain","","1968-January","1973-June","  40.40","-106.68","  10000","Routt","Walton Creek (140500010405)","SNOW:06J31"
"SNOW","1968","ID","Sturgill Ridge","","1968-April","1991-December","  44.60","-115.95","   6680","Washington","Beaver Creek (170501230502)","SNOW:16E08"
"SNOW","1968","NM","Mcknight Cabin Aerial Marker","","1968-February","2011-February","  33.02","-107.87","   9300","Grant","Allie Canyon-Mimbres River (130302020102)","SNOW:07S03"
"SNOW","1968","NV","Tent Mtn., Lower - Aerial Marker","","1968-February","2100-January","  40.98","-115.17","   7100","Elko","Starr Creek (160401010704)","SNOW:15J22"
"SNOW","1968","NV","Tent Mtn., Upper- Aerial Marker","","1968-February","2100-January","  40.97","-115.16","   8333","Elko","Starr Creek (160401010704)","SNOW:15J23"
"SNOW","1968","OR","Sevenmile Marsh","","1968-January","1993-December","  42.68","-122.13","   5720","Klamath","Sevenmile Creek (180102030104)","SNOW:22G33"
"SNOW","1968","UT","Grizzly Ridge","","1968-May","1985-December","  40.73","-109.50","   8500","Uintah","Middle Little Brush Creek (140600100303)","SNOW:09J13"
"SNOW","1968","UT","Oak Creek","","1968-April","2014-April","  39.35","-112.19","   7772","Millard","Upper Oak Creek (160300051503)","SNOW:12K02"
"SNOW","1968","UT","Vernon Creek","","1968-March","1989-December","  39.93","-112.42","   7500","Tooele","Vernon Creek (160203040102)","SNOW:12K01"
"SNOW","1968","WA","Colockum Creek","","1968-March","1982-December","  47.22","-120.27","   5300","Kittitas","Tarpiscan Creek (170200100403)","SNOW:20B22"
"SNOW","1968","WA","Colockum Creek No. 2","","1968-March","1982-December","  47.23","-120.25","   4300","Kittitas","Colockum Creek (170200100402)","SNOW:20B23"
"SNOW","1968","WA","Shady Pass","","1968-April","1986-December","  48.00","-120.50","   6200","Chelan","Lake Creek-Entiat River (170200100204)","SNOW:20A37"
"SNOW","1968","WA","Snow Shoe Butte","","1968-January","1982-December","  47.23","-121.37","   5000","King","Sunday Creek (171100130103)","SNOW:21B43"
"SNOW","1968","WA","Stevens Pass Sand Shed","","1968-January","2006-October","  47.75","-121.03","   3700","Chelan","Upper Nason Creek (170200110201)","SNOW:21B45"
"SNOW","1968","WY","Middle Fork","","1968-February","2100-January","  42.73","-108.85","   7420","Fremont","Baldwin Creek (100800030210)","SNOW:08G06"
"SNOW","1968","YK","Mayo Airport","","1968-February","2100-January","  63.62","-135.87","   1770","Unknown","unknown ()","SNOW:35O01"
"SNOW","1967","AK","Bettles Field","","1967-March","2100-January","  66.91","-151.53","    640","Yukon-koyukuk","Jack White Creek-Koyukuk River (190901012604)","SNOW:51R01"
"SNOW","1967","AK","Big Fish Lake","","1967-March","1998-December","  67.93","-144.08","   1790","Yukon-koyukuk","Big Fish Lake (190801051008)","SNOW:44S01"
"SNOW","1967","AK","Boundary","","1967-March","2100-January","  64.14","-141.34","   3500","Southeast Fairbanks","Twelvemile Creek-Walker Fork (190705021902)","SNOW:41P03"
"SNOW","1967","AK","Farewell Lake","","1967-March","1990-December","  62.55","-153.62","   1090","Yukon-koyukuk","Farewell Lake-South Fork Kuskokwim River (190304071202)","SNOW:53N01"
"SNOW","1967","AK","Fort Greely","","1966-November","2100-January","  63.94","-145.77","   1500","Southeast Fairbanks","Lower Jarvis Creek (190803040606)","SNOW:45O05"
"SNOW","1967","AK","Indian Pass","","1967-February","2100-January","  61.07","-149.48","   2350","Anchorage","Headwaters Ship Creek (190204010402)","SNOW:49M08"
"SNOW","1967","AK","Lake Minchumina","","1967-March","2100-January","  63.89","-152.30","    730","Yukon-koyukuk","Lake Minchumina (190803100511)","SNOW:52O01"
"SNOW","1967","AK","Sanford River","","1967-February","2100-January","  62.22","-145.06","   2280","Valdez-cordova","Lower Sanford River (190201011509)","SNOW:45N02"
"SNOW","1967","AK","Ship Creek","","1967-February","1993-December","  61.13","-149.45","   1750","Anchorage","Headwaters Ship Creek (190204010402)","SNOW:49M07"
"SNOW","1967","AK","Skwentna","","1967-February","2100-January","  61.97","-151.20","    160","Matanuska-susitna","Canyon Lake-Skwentna River (190205041511)","SNOW:51M01"
"SNOW","1967","AK","Squaw Lake","","1967-March","2017-April","  67.63","-148.20","   2150","Yukon-koyukuk","Squaw Lake-Lake Creek (190802010207)","SNOW:48S02"
"SNOW","1967","AK","Talkeetna","","1967-February","2100-January","  62.32","-150.09","    350","Matanuska-susitna","Twister Creek-Susitna River (190205050305)","SNOW:50N02"
"SNOW","1967","AK","Upper Chena","","1967-February","2100-January","  65.11","-144.92","   3000","Fairbanks North Star","Headwaters Middle Fork Chena River (190803060102)","SNOW:44Q01"
"SNOW","1967","AK","Vundik Lake","","1967-March","1979-December","  67.28","-144.80","   1000","Yukon-koyukuk","Kwittevunkud Lake (190802030502)","SNOW:43R01"
"SNOW","1967","AZ","White Horse Lake Jct","","1967-January","1999-May","  35.13","-112.15","   7180","Coconino","Upper Hell Canyon (150602020204)","SNOW:12P02"
"SNOW","1967","AZ","Williams Ski Run","","1967-January","2100-January","  35.20","-112.20","   7720","Coconino","Upper Hell Canyon (150602020204)","SNOW:12P03"
"SNOW","1967","BC","Bush River","","1967-February","2100-January","  51.73","-117.42","   6299","Unknown","McNaughton Lake-Columbia River (170200190000)","SNOW:2A23"
"SNOW","1967","BC","East Creek","","1967-March","2011-February","  50.64","-116.93","   6660","Unknown","Duncan River (170101090000)","SNOW:2D08"
"SNOW","1967","BC","Mission Ridge","","1967-March","2011-July","  50.77","-122.20","   6070","Unknown","unknown ()","SNOW:1C18"
"SNOW","1967","BC","Molson Creek","","1967-February","2019-October","  52.23","-118.23","   6496","Unknown","McNaughton Lake-Columbia River (170200190000)","SNOW:2A21"
"SNOW","1967","BC","Mount Templeman","","1967-March","2100-January","  50.71","-117.20","   6102","Unknown","Duncan River (170101090000)","SNOW:2D09"
"SNOW","1967","BC","St. Leon River","","1967-March","2015-June","  50.43","-117.70","   6102","Unknown","Upper Arrow Lake-Columbia River (170200210000)","SNOW:2B08"
"SNOW","1967","BC","Sunbeam Lake","","1967-February","2100-January","  51.59","-117.66","   6594","Unknown","McNaughton Lake-Columbia River (170200190000)","SNOW:2A22"
"SNOW","1967","BC","Wahleach Lake","","1967-February","2013-June","  49.23","-121.58","   4577","Unknown","unknown ()","SNOW:1D09"
"SNOW","1967","CA","Diamond Crossing","","1967-February","2100-January","  39.11","-120.28","   6050","Placer","Five Lakes Creek (180201280202)","SNOW:DMN"
"SNOW","1967","CA","Miranda Cabin","","1967-February","2100-January","  39.12","-120.36","   6200","Placer","Hell Hole Reservoir-Rubicon River (180201280203)","SNOW:MCB"
"SNOW","1967","CO","Buffalo Pass","","1967-February","1973-June","  40.55","-106.70","  10250","Routt","Fish Creek (140500010407)","SNOW:06J23"
"SNOW","1967","CO","Como","","1967-February","2100-January","  39.35","-105.92","  10370","Park","Headwaters Tarryall Creek (101900010402)","SNOW:05K25"
"SNOW","1967","CO","Grayback","","1967-April","2100-January","  37.47","-106.53","  11600","Rio Grande","East Fork Pinos Creek (130100020101)","SNOW:06M21"
"SNOW","1967","CO","Horseshoe Mountain","","1967-February","2100-January","  39.20","-106.13","  11220","Park","Fourmile Creek (101900010209)","SNOW:06K35"
"SNOW","1967","CO","Joe Wright","","1967-February","1989-December","  40.53","-105.88","  10120","Larimer","Joe Wright Creek (101900070204)","SNOW:05J37"
"SNOW","1967","CO","Kiln","","1967-February","1990-December","  39.32","-106.62","   9600","Pitkin","Deeds Creek-Fryingpan River (140100040504)","SNOW:06K30"
"SNOW","1967","CO","Last Chance","","1967-February","1973-June","  39.45","-106.58","   9600","Eagle","East Brush Creek (140100030402)","SNOW:06K31"
"SNOW","1967","CO","Mosquito Creek","","1967-February","2100-January","  39.28","-106.13","  10980","Park","Mosquito Creek (101900010101)","SNOW:06K34"
"SNOW","1967","CO","Purgatory","","1967-February","1983-June","  37.67","-107.83","  10000","San Juan","Headwaters Cascade Creek (140801040201)","SNOW:07M22"
"SNOW","1967","CO","Quaker Ridge","","1967-January","1972-June","  40.53","-106.70","  10100","Routt","Fish Creek (140500010407)","SNOW:06J33"
"SNOW","1967","CO","Thunderhead","","1967-January","1983-June","  40.45","-106.77","   9100","Routt","Walton Creek (140500010405)","SNOW:06J30"
"SNOW","1967","CO","Trout Creek Pass","","1967-February","2100-January","  38.92","-106.05","   9720","Chaffee","Four Mile Creek (110200010405)","SNOW:06L12"
"SNOW","1967","ID","Double Springs Pass","","1967-February","1991-December","  44.22","-113.83","   8400","Custer","Willow Creek-Thousand Springs Creek (170402180502)","SNOW:13E25"
"SNOW","1967","MT","Bear Paw Ski Area","","1967-April","1992-December","  48.17","-109.67","   5200","Chouteau","Upper Beaver Creek (100500040101)","SNOW:09A02"
"SNOW","1967","MT","Taylor Peaks","","1967-March","1990-December","  45.02","-111.45","   8500","Madison","Sage Creek (100200080106)","SNOW:11D13"
"SNOW","1967","NM","Emory Pass #2","","1967-January","2013-May","  32.90","-107.78","   7800","Grant","Gallinas Canyon (130302020106)","SNOW:07T02"
"SNOW","1967","NM","Mcknight Cabin Snow Course","","1967-January","2012-May","  33.17","-107.87","   9300","Grant","Headwaters Black Canyon (150400010702)","SNOW:07S02"
"SNOW","1967","OR","King Mountain 4","","1967-February","2100-January","  42.75","-123.18","   3050","Jackson","Whitehorse Creek-Cow Creek (171003020701)","SNOW:23G11"
"SNOW","1967","OR","King Mountain 5","","1967-February","1993-December","  42.77","-123.18","   2380","Jackson","Whitehorse Creek-Cow Creek (171003020701)","SNOW:23G12"
"SNOW","1967","OR","King Mountain 6","","1967-February","1993-December","  42.77","-123.20","   1820","Jackson","Whitehorse Creek-Cow Creek (171003020701)","SNOW:23G13"
