Data for June 1, 2017 through August 31, 2017

Name, StationType, Longitude, Latitude, Elevation, MeanAvgTemperature, mcnt, NumberofDaysMaxTemperature>=82.4, mcnt, PercentofDaysMaxTemperature>=82.4, mcnt, TotalPrecipitation, mcnt
FAIRBANKS AIRPORT #2, COOP, -147.874, 64.817, 427, 60.1, 2, 2, 0, 2, 0, 6.94, 0
JUNEAU LENA POINT, COOP, -134.766, 58.387, 35, 56.2, 0, 0, 0, 0, 0, 20.22, 0
CAMPBELL CREEK SCIENCE CENTER, COOP, -149.778, 61.164, 258, 55.5, 3, 0, 3, 0, 3, 7.06, 4
CHANDALAR SHELF DOT, COOP, -149.565, 68.078, 3250, 50.5, 7, 0, 7, 0, 7, M, 92
HAINES #2, COOP, -135.449, 59.238, 95, 55.7, 0, 1, 0, 1, 0, 7.59, 0
EKLUTNA WTP, COOP, -149.323, 61.450, 640, 57.3, 0, 1, 0, 1, 0, 7.56, 0
JUNEAU FORECAST OFFICE, COOP, -134.569, 58.400, 106, 51.9, 31, 0, 31, 0, 31, 13.63, 31
CORDOVA WWTP, COOP, -145.778, 60.536, 10, 58.0, 4, 0, 4, 0, 4, 31.64, 4
WALLY NOERENBERG HATCHERY, COOP, -148.087, 60.799, 35, 54.0, 1, 0, 0, 0, 0, 52.03, 2
ROUND LAKE ALASKA, RAWS, -153.940, 64.685, 570, 60.2, 0, 8, 0, 9, 0, M, 92
SALMON TROUT ALASKA, RAWS, -141.620, 66.813, 2210, 56.3, 0, 2, 0, 2, 0, M, 92
SELAWIK ALASKA, RAWS, -159.112, 66.603, 105, 56.2, 0, 1, 0, 1, 0, M, 92
SEVEN MILE ALASKA, RAWS, -149.855, 65.938, 823, 59.6, 0, 7, 0, 8, 0, M, 92
SKILAK GUARD STATION ALASKA, RAWS, -150.461, 60.484, 590, 57.5, 0, 4, 0, 4, 0, M, 92
SALCHA ALASKA, RAWS, -146.140, 64.590, 1000, 57.2, 0, 11, 0, 12, 0, M, 92
STONEY ALASKA, RAWS, -153.896, 61.001, 1250, 55.1, 0, 3, 0, 3, 0, M, 92
STONEY RIVER ALASKA, RAWS, -156.433, 61.647, 265, 57.9, 0, 4, 0, 4, 0, M, 92
SWANSON RIVER ALASKA, RAWS, -150.872, 60.728, 280, 55.8, 0, 0, 0, 0, 0, M, 92
TELIDA ALASKA, RAWS, -153.357, 63.440, 650, 57.3, 0, 5, 0, 5, 0, M, 92
T LAKE ALASKA, RAWS, -143.817, 63.753, 2073, 62.5, 31, 5, 31, 8, 31, M, 92
TOK RIVER VALLEY ALASKA, RAWS, -143.347, 62.957, 2300, 56.2, 0, 1, 0, 1, 0, M, 92
GOLD KING ALASKA, RAWS, -148.462, 64.404, 556, 59.7, 0, 5, 0, 5, 0, M, 92
VUNZIK LAKE ALASKA, RAWS, -146.716, 66.798, 525, 61.4, 0, 9, 0, 10, 0, M, 92
WONDER LAKE ALASKA, RAWS, -150.871, 63.490, 2120, 54.0, 0, 0, 0, 0, 0, M, 92
ZAREMBO ALASKA, RAWS, -132.849, 56.300, 1100, 54.7, 0, 1, 0, 1, 0, M, 92
KING SALMON 42 SE, WBAN, -155.922, 58.208, 661, 52.1, 1, 0, 1, 0, 1, 9.83, 0
GUSTAVUS 2 NE, WBAN, -135.690, 58.429, 20, 52.0, 3, 0, 3, 0, 3, 13.82, 0
METLAKATLA 6 S, WBAN, -131.588, 55.046, 105, 55.9, 1, 0, 1, 0, 1, 29.84, 0
ALPINE, COOP, -150.928, 70.346, 17, 46.5, 0, 0, 0, 0, 0, 4.58, 0
CHUGIAK 0.8, CoCoRaHS, -149.487, 61.407, 191, M, 92, M, 92, M, 92, 6.42, 19
TALKEETNA 7.6 S, CoCoRaHS, -150.073, 62.227, 383, M, 92, M, 92, M, 92, 7.73, 0
FAIRBANKS 7.2 ENE, CoCoRaHS, -147.444, 64.893, 804, M, 92, M, 92, M, 92, 7.83, 22
FAIRBANKS 7.0 NNE, CoCoRaHS, -147.539, 64.928, 1422, M, 92, M, 92, M, 92, 10.31, 22
LONG LAKE, Snotel, -133.830, 58.190, 850, 52.0, 0, 0, 0, 0, 0, 37.60, 0
MOORE CREEK BRIDGE, Snotel, -135.210, 59.590, 2250, 49.6, 0, 0, 0, 0, 0, 10.70, 0
AMERICAN CREEK, Snotel, -141.230, 64.790, 1050, 58.1, 0, 7, 0, 8, 0, 4.40, 0
MAY CREEK, Snotel, -142.710, 61.350, 1610, 54.4, 0, 2, 0, 2, 0, 5.40, 0
CHISANA, Snotel, -142.050, 62.070, 3320, 51.7, 0, 0, 0, 0, 0, 10.90, 0
UPPER CHENA, Snotel, -144.930, 65.100, 2850, 52.4, 5, 0, 0, 0, 0, 12.70, 0
MT. EYAK, Snotel, -145.750, 60.550, 1405, 51.0, 0, 0, 0, 0, 0, 42.20, 0
UPPER TSAINA RIVER, Snotel, -145.650, 61.190, 1750, 53.1, 0, 1, 0, 1, 0, 9.80, 0
FIELDING LAKE, Snotel, -145.630, 63.200, 3000, 50.5, 0, 0, 0, 0, 0, 9.00, 0
GRANITE CRK, Snotel, -145.400, 63.940, 1240, 59.5, 0, 12, 0, 13, 0, 8.80, 0
TEUCHET CREEK, Snotel, -145.520, 64.950, 1640, 55.9, 4, 1, 0, 1, 0, 7.20, 0
MONUMENT CREEK, Snotel, -145.870, 65.080, 1850, 54.5, 3, 0, 0, 0, 0, 9.70, 0
EAGLE SUMMIT, Snotel, -145.410, 65.490, 3650, 51.5, 0, 0, 0, 0, 0, 9.60, 0
FORT YUKON, Snotel, -145.250, 66.570, 430, 60.8, 1, 7, 0, 8, 0, 3.50, 0
SUGARLOAF MTN, Snotel, -146.300, 61.080, 550, 52.7, 0, 0, 0, 0, 0, 19.00, 0
MUNSON RIDGE, Snotel, -146.210, 64.850, 3100, 53.9, 2, 0, 0, 0, 0, 8.30, 0
MT. RYAN, Snotel, -146.150, 65.250, 2800, 55.1, 2, 0, 0, 0, 0, 8.30, 0
LITTLE CHENA RIDGE, Snotel, -146.730, 65.120, 2000, 57.3, 1, 0, 0, 0, 0, 7.40, 0
UPPER NOME CREEK, Snotel, -146.590, 65.370, 2520, 52.8, 0, 0, 0, 0, 0, 10.40, 0
MONAHAN FLAT, Snotel, -147.650, 63.310, 2710, 52.2, 2, 0, 1, 0, 1, 8.20, 0
FAIRBANKS F.O., Snotel, -147.800, 64.850, 450, 60.0, 4, 1, 2, 1, 2, 6.80, 0
ESTHER ISLAND, Snotel, -148.090, 60.800, 50, 51.8, 0, 0, 0, 0, 0, 35.50, 0
MORAINE, Snotel, -149.000, 61.380, 2100, 53.1, 1, 0, 0, 0, 0, 6.90, 0
SAGWON, Snotel, -148.690, 69.420, 1000, 48.9, 0, 0, 0, 0, 0, 6.80, 0
PRUDHOE BAY, Snotel, -148.570, 70.270, 30, 44.6, 0, 0, 0, 0, 0, 3.50, 0
MT. ALYESKA, Snotel, -149.090, 60.960, 1540, 51.4, 0, 0, 0, 0, 0, 13.80, 0
GRANDVIEW, Snotel, -149.060, 60.610, 1100, 51.4, 0, 0, 0, 0, 0, 14.00, 0
COOPER LAKE, Snotel, -149.690, 60.390, 1200, 53.0, 0, 0, 0, 0, 0, 9.00, 0
TURNAGAIN PASS, Snotel, -149.180, 60.780, 1880, 53.9, 0, 0, 0, 0, 0, 12.50, 0
GROUSE CREEK DIVIDE, Snotel, -149.340, 60.260, 700, 53.0, 0, 0, 0, 0, 0, 13.90, 0
EXIT GLACIER, Snotel, -149.620, 60.190, 400, 53.5, 0, 0, 0, 0, 0, 13.70, 0
SUMMIT CREEK, Snotel, -149.530, 60.620, 1400, 53.1, 0, 0, 0, 0, 0, 8.60, 0
INDIAN PASS, Snotel, -149.480, 61.070, 2350, 49.0, 0, 0, 0, 0, 0, 9.40, 0
ANCHORAGE HILLSIDE, Snotel, -149.670, 61.110, 2080, 51.8, 1, 0, 0, 0, 0, 6.10, 0
STERLING 6SW, COOP, -150.919, 60.491, 292, 55.0, 0, 0, 0, 0, 0, 8.33, 0
THORNE BAY, COOP, -132.525, 55.692, 286, 54.4, 25, 0, 25, 0, 25, 14.89, 25
IVOTUK 1 NNE, WBAN, -155.751, 68.485, 1909, 47.7, 1, 0, 1, 0, 1, 6.88, 1
RUBY 44 ESE, WBAN, -154.130, 64.501, 259, 58.8, 1, 3, 1, 3, 1, 5.35, 1
DEADHORSE 3 S, WBAN, -148.464, 70.162, 30, 44.8, 1, 0, 1, 0, 1, 4.51, 0
YAKUTAT 3 SSE, WBAN, -139.685, 59.509, 26, 52.7, 1, 0, 1, 0, 1, 31.34, 0
Skagway Area, ThreadEx, -, -, -, 58.4, 6, 2, 6, 2, 6, 4.37, 0
ANCHORAGE 7.6 SSE, CoCoRaHS, -149.846, 61.111, 220, M, 92, M, 92, M, 92, 6.99, 0
FAIRBANKS 4.4 W, CoCoRaHS, -147.797, 64.845, 438, M, 92, M, 92, M, 92, 2.24, 71
HOOPER BAY 1.2 S, CoCoRaHS, -166.098, 61.523, 26, M, 92, M, 92, M, 92, 3.29, 67
CHIGMIT MTNS ALASKA, RAWS, -153.466, 60.223, 4500, 41.3, 2, 0, 1, 0, 1, M, 92
COVILLE ALASKA, RAWS, -155.563, 58.803, 1500, 51.5, 0, 0, 0, 0, 0, M, 92
SALMON RIVER ALASKA, RAWS, -159.840, 67.460, 1201, 52.8, 0, 0, 0, 0, 0, M, 92
PEDERSON LAGOON ALASKA, RAWS, -149.731, 59.894, 625, 54.0, 20, 0, 19, 0, 19, M, 92
COAL CREEK ALASKA, RAWS, -143.132, 65.314, 870, 59.5, 0, 12, 0, 13, 0, M, 92
UMIAT AIRFIELD ALASKA, RAWS, -152.136, 69.370, 289, 51.3, 0, 1, 0, 1, 0, M, 92
TEBAY ALASKA, RAWS, -144.400, 61.188, 2000, 52.5, 0, 0, 0, 0, 0, M, 92
KILLIK PASS ALASKA, RAWS, -154.924, 67.970, 3000, 44.1, 0, 0, 0, 0, 0, M, 92
GLACIER BAY INNER DOCK, RAWS, -135.870, 58.456, 34, 52.3, 50, 0, 50, 0, 50, M, 92
CHICKEN CREEK ALASKA, RAWS, -141.845, 62.124, 5240, 46.4, 14, 0, 8, 0, 8, M, 92
CHIMNEY LAKE ALASKA, RAWS, -150.493, 67.756, 3100, 48.8, 0, 0, 0, 0, 0, M, 92
MT. NOAK ALASKA, RAWS, -162.994, 67.141, 809, 51.0, 2, 0, 1, 0, 1, M, 92
TOKLAT ALASKA, RAWS, -150.043, 63.524, 3100, 51.9, 0, 0, 0, 0, 0, M, 92
CAMPBELL CREEK ALASKA, RAWS, -149.797, 61.159, 157, 56.7, 0, 1, 0, 1, 0, M, 92
SNIPE LAKE ALASKA, RAWS, -154.320, 60.610, 2300, 51.6, 32, 0, 32, 0, 32, M, 92
TOK AKTAS ALASKA, RAWS, -143.002, 63.325, 1702, 58.7, 0, 5, 0, 5, 0, M, 92
GREZELKA RANGE ALASKA, RAWS, -149.617, 61.283, 2500, 56.1, 0, 0, 0, 0, 0, M, 92
HOWARD PASS ALASKA, RAWS, -156.896, 68.156, 2062, 48.3, 0, 0, 0, 0, 0, M, 92
KALUICH ALASKA, RAWS, -158.432, 67.573, 2486, 48.0, 0, 0, 0, 0, 0, M, 92
FOURPEAKED ALASKA, RAWS, -153.518, 58.706, 1074, 50.5, 7, 0, 5, 0, 5, M, 92
MOTHER GOOSE ALASKA, RAWS, -157.278, 57.179, 175, 53.4, 0, 0, 0, 0, 0, M, 92
HARDING ICEFIELD ALASKA, RAWS, -149.799, 60.149, 4200, 41.2, 2, 0, 1, 0, 1, M, 92
DEVIL MOUNTAIN ALASKA, RAWS, -164.531, 66.276, 285, 49.0, 0, 0, 0, 0, 0, M, 92
INIGOK AIRFIELD ALASKA, RAWS, -153.084, 70.004, 168, 48.2, 2, 1, 1, 1, 1, M, 92
IMELYAK ALASKA, RAWS, -157.069, 67.546, 3569, 45.8, 0, 0, 0, 0, 0, M, 92
SMALL ARMS RANGE ALASKA, RAWS, -147.617, 64.800, 490, 60.7, 2, 11, 1, 12, 1, M, 92
BOLIO ALASKA, RAWS, -145.833, 63.867, 2450, 58.9, 0, 4, 0, 4, 0, M, 92
UPPER CHARLEY RIVER ALASKA, RAWS, -143.202, 64.517, 3654, 53.2, 0, 0, 0, 0, 0, M, 92
SOLDOTNA AKKKS ALASKA, RAWS, -151.014, 60.497, 155, 55.6, 0, 0, 0, 0, 0, M, 92
FT. YUKON ALASKA, RAWS, -145.251, 66.570, 465, 61.0, 0, 10, 0, 11, 0, M, 92
PAMICHTUK LAKE ALASKA, RAWS, -152.195, 67.772, 2700, 49.6, 0, 0, 0, 0, 0, M, 92
EAGLE RIVER ALASKA, RAWS, -149.366, 61.273, 420, 56.4, 0, 0, 0, 0, 0, M, 92
MANCHU ALASKA, RAWS, -147.017, 64.700, 671, 61.1, 0, 6, 0, 7, 0, M, 92
JBER ALASKA, RAWS, -149.650, 61.382, 262, 56.6, 0, 0, 0, 0, 0, M, 92
WILLOW ALASKA, RAWS, -150.050, 61.765, 210, 58.9, 0, 2, 0, 2, 0, M, 92
YANTARNI BAY ALASKA, RAWS, -157.033, 56.914, 96, 52.9, 0, 0, 0, 0, 0, M, 92
STAMPEDE ALASKA, RAWS, -150.328, 63.748, 1900, 54.9, 0, 0, 0, 0, 0, M, 92
SHAKTOOLIK RIVER ALASKA, RAWS, -159.902, 64.633, 1850, 52.0, 2, 0, 1, 0, 1, M, 92
DENALI VISITOR CENTER ALASKA, RAWS, -148.905, 63.732, 1800, 55.9, 0, 5, 0, 5, 0, M, 92
DUNKLE HILLS ALASKA, RAWS, -149.539, 63.268, 2850, 51.1, 0, 0, 0, 0, 0, M, 92
BOX RIVER ALASKA, RAWS, -158.905, 65.299, 1150, 55.1, 0, 1, 0, 1, 0, M, 92
ASIK ALASKA, RAWS, -162.266, 67.475, 1329, 50.7, 0, 0, 0, 0, 0, M, 92
JUNEAU 14.6 W, CoCoRaHS, -134.531, 58.357, 58, M, 92, M, 92, M, 92, 21.22, 3
DONNELLY ALASKA, RAWS, -145.650, 63.983, 3000, 57.6, 0, 3, 0, 3, 0, M, 92
TANA KNOB ALASKA, RAWS, -142.698, 60.908, 3450, 49.2, 48, 0, 48, 0, 48, M, 92
TAG MTN ALASKA, RAWS, -158.660, 66.181, 2017, 51.1, 2, 0, 1, 0, 1, M, 92
RAM CREEK ALASKA, RAWS, -154.473, 67.685, 3000, 47.0, 0, 0, 0, 0, 0, M, 92
STUART CREEK ALASKA, RAWS, -146.504, 64.719, 1543, 60.7, 0, 3, 0, 3, 0, M, 92
EIELSON VISITOR CENTER ALASKA, RAWS, -150.309, 63.431, 3730, 50.5, 0, 0, 0, 0, 0, M, 92
GATES GLACIER ALASKA, RAWS, -143.013, 61.603, 4060, 47.4, 0, 0, 0, 0, 0, M, 92
WIGAND ALASKA, RAWS, -150.050, 63.812, 1720, 56.2, 0, 0, 0, 0, 0, M, 92
TAHINICHOK ALASKA, RAWS, -163.567, 67.550, 966, 47.5, 44, 0, 42, 0, 42, M, 92
SISIAK ALASKA, RAWS, -160.396, 67.995, 1823, 44.9, 50, 0, 49, 0, 49, M, 92
BUCKLAND UPLANDS ALASKA, RAWS, -160.874, 65.908, 400, 53.4, 0, 1, 0, 1, 0, M, 92
OKLAHOMA ALASKA, RAWS, -146.252, 64.022, 1587, 58.5, 0, 1, 0, 1, 0, M, 92
PT. MAC ALASKA, RAWS, -150.091, 61.423, 200, 57.7, 14, 0, 14, 0, 14, M, 92
EAGLECREST BASE, COOP, -134.514, 58.276, 1134, 51.4, 0, 0, 0, 0, 0, 29.91, 0
JUNEAU-DOUGLAS WWTP, COOP, -134.385, 58.287, 41, M, 92, M, 92, M, 92, 25.98, 0
KETCHIKAN 10N, COOP, -131.818, 55.452, 295, 56.2, 0, 0, 0, 0, 0, 25.12, 0
CORDOVA 14 ESE, WBAN, -145.354, 60.473, 83, 53.3, 61, 0, 61, 0, 61, 19.96, 57
TOOLIK LAKE 5 ENE, WBAN, -149.399, 68.648, 800, 30.7, 83, 0, 83, 0, 83, 1.39, 83
INDEPENDENCE MINE, Snotel, -149.280, 61.790, 3550, M, 92, M, 92, M, 92, 13.90, 0
IMNAVIAT CREEK, Snotel, -149.300, 68.620, 3050, 47.8, 0, 0, 0, 0, 0, 7.30, 6
ATIGUN PASS, Snotel, -149.480, 68.130, 4800, 44.3, 0, 0, 0, 0, 0, 13.90, 0
MIDDLE FORK BRADLEY, Snotel, -150.760, 59.780, 2300, 49.0, 0, 0, 0, 0, 0, 6.80, 0
NUKA GLACIER, Snotel, -150.710, 59.700, 1250, 49.6, 0, 0, 0, 0, 0, 18.60, 0
KACHEMAK CREEK, Snotel, -150.660, 59.730, 1660, 49.9, 0, 0, 0, 0, 0, 9.00, 0
KENAI MOOSE PENS, Snotel, -150.480, 60.730, 300, 54.7, 0, 0, 0, 0, 0, 8.20, 0
ALEXANDER LAKE, Snotel, -150.890, 61.750, 160, 57.0, 0, 2, 0, 2, 0, 7.20, 0
TOKOSITNA VALLEY, Snotel, -150.780, 62.630, 850, 54.8, 0, 1, 0, 1, 0, 14.40, 0
SUSITNA VALLEY HIGH, Snotel, -150.040, 62.130, 375, 57.2, 0, 0, 0, 0, 0, 5.10, 0
KANTISHNA, Snotel, -150.990, 63.540, 1550, 54.4, 0, 0, 0, 0, 0, 9.00, 1
GOBBLERS KNOB, Snotel, -150.670, 66.750, 2030, 55.2, 0, 0, 0, 0, 0, 12.30, 0
COLDFOOT, Snotel, -150.180, 67.250, 1040, 56.8, 0, 2, 0, 2, 0, 12.10, 0
ANCHOR RIVER DIVIDE, Snotel, -151.320, 59.860, 1653, 52.4, 0, 0, 0, 0, 0, 6.60, 0
MCNEIL CANYON, Snotel, -151.250, 59.740, 1320, 50.7, 0, 0, 0, 0, 0, 5.10, 0
PORT GRAHAM, Snotel, -151.850, 59.350, 300, 53.6, 0, 0, 0, 0, 0, 8.30, 0
BETTLES FIELD, Snotel, -151.530, 66.920, 640, 53.4, 1, 0, 0, 0, 0, 6.40, 0
TELAQUANA LAKE, Snotel, -153.920, 60.980, 1275, 56.1, 0, 0, 0, 0, 0, 10.00, 0
MCNEIL RIVER SGS, Snotel, -154.280, 59.080, 140, 53.8, 0, 0, 0, 0, 0, 16.00, 0
KELLY STATION, Snotel, -162.280, 67.930, 310, 52.5, 0, 0, 0, 0, 0, 7.60, 0
ROCKY POINT, Snotel, -163.420, 64.530, 250, 50.3, 2, 0, 1, 0, 1, 7.80, 0
PARGON CREEK, Snotel, -163.100, 64.990, 100, 53.9, 0, 1, 0, 1, 0, 3.40, 0
JOHNSON'S CAMP, Snotel, -164.290, 64.560, 25, 52.8, 1, 0, 0, 0, 0, M, 92
FAIRBANKS 5.7 N, CoCoRaHS, -147.630, 64.919, 996, M, 92, M, 92, M, 92, 9.07, 0
ANCHORAGE 4.7 SSW, CoCoRaHS, -149.935, 61.153, 116, M, 92, M, 92, M, 92, 6.86, 0
SELAWIK 28 E, WBAN, -159.004, 66.562, 22, 56.3, 1, 1, 1, 1, 1, 4.61, 0
VALDEZ, COOP, -146.382, 61.131, 62, 53.2, 2, 0, 2, 0, 2, 14.81, 2
DENALI 27 N, WBAN, -150.875, 63.452, 2225, 54.5, 1, 0, 1, 0, 1, 11.01, 1
GLENNALLEN 64 N, WBAN, -145.500, 63.030, 2669, 52.5, 5, 1, 5, 1, 5, 8.24, 3
