Data for June 1, 2018 through August 31, 2018

Name, StationType, Longitude, Latitude, Elevation, MeanAvgTemperature, mcnt, NumberofDaysMaxTemperature>=82.4, mcnt, PercentofDaysMaxTemperature>=82.4, mcnt, TotalPrecipitation, mcnt
MT. NOAK ALASKA, RAWS, -162.994, 67.141, 809, 51.8, 0, 0, 0, 0, 0, M, 92
TOKLAT ALASKA, RAWS, -150.043, 63.524, 3100, 50.3, 1, 0, 0, 0, 0, M, 92
CAMPBELL CREEK ALASKA, RAWS, -149.797, 61.159, 157, 57.9, 0, 2, 0, 2, 0, M, 92
SNIPE LAKE ALASKA, RAWS, -154.320, 60.610, 2300, 51.6, 18, 0, 18, 0, 18, M, 92
TOK AKTAS ALASKA, RAWS, -143.002, 63.325, 1702, 56.6, 0, 10, 0, 11, 0, M, 92
JARVIS CREEK ALASKA, RAWS, -145.619, 63.949, 1426, 56.9, 4, 3, 4, 3, 4, M, 92
HOWARD PASS ALASKA, RAWS, -156.896, 68.156, 2062, 45.7, 16, 0, 15, 0, 15, M, 92
KALUICH ALASKA, RAWS, -158.432, 67.573, 2486, 46.6, 0, 0, 0, 0, 0, M, 92
FOURPEAKED ALASKA, RAWS, -153.518, 58.706, 1074, 52.2, 84, 0, 84, 0, 84, M, 92
MOTHER GOOSE ALASKA, RAWS, -157.278, 57.179, 175, 51.8, 42, 0, 42, 0, 42, M, 92
HARDING ICEFIELD ALASKA, RAWS, -149.799, 60.149, 4200, 41.7, 0, 0, 0, 0, 0, M, 92
DEVIL MOUNTAIN ALASKA, RAWS, -164.531, 66.276, 285, 50.3, 0, 0, 0, 0, 0, M, 92
INIGOK AIRFIELD ALASKA, RAWS, -153.084, 70.004, 168, 43.5, 0, 0, 0, 0, 0, M, 92
IMELYAK ALASKA, RAWS, -157.069, 67.546, 3569, 43.8, 12, 0, 11, 0, 11, M, 92
UPPER CHARLEY RIVER ALASKA, RAWS, -143.202, 64.517, 3654, 51.8, 18, 0, 18, 0, 18, M, 92
SOLDOTNA AKKKS ALASKA, RAWS, -151.014, 60.497, 155, 56.1, 0, 1, 0, 1, 0, M, 92
FT. YUKON ALASKA, RAWS, -145.251, 66.570, 465, 58.7, 0, 8, 0, 9, 0, M, 92
PAMICHTUK LAKE ALASKA, RAWS, -152.195, 67.772, 2700, 46.1, 0, 0, 0, 0, 0, M, 92
EAGLE RIVER ALASKA, RAWS, -149.366, 61.273, 420, 56.6, 0, 2, 0, 2, 0, M, 92
MANCHU ALASKA, RAWS, -147.017, 64.700, 671, 58.8, 0, 8, 0, 9, 0, M, 92
WILLOW ALASKA, RAWS, -150.050, 61.765, 210, 58.9, 0, 3, 0, 3, 0, M, 92
YANTARNI BAY ALASKA, RAWS, -157.033, 56.914, 96, 52.1, 0, 0, 0, 0, 0, M, 92
STAMPEDE ALASKA, RAWS, -150.328, 63.748, 1900, 53.2, 0, 1, 0, 1, 0, M, 92
SHAKTOOLIK RIVER ALASKA, RAWS, -159.902, 64.633, 1850, 51.0, 0, 0, 0, 0, 0, M, 92
DENALI VISITOR CENTER ALASKA, RAWS, -148.905, 63.732, 1800, 50.4, 87, 0, 87, 0, 87, M, 92
DUNKLE HILLS ALASKA, RAWS, -149.539, 63.268, 2850, 49.5, 0, 0, 0, 0, 0, M, 92
ASIK ALASKA, RAWS, -162.266, 67.475, 1329, 51.4, 3, 0, 3, 0, 3, M, 92
JUNEAU 14.6 W, CoCoRaHS, -134.531, 58.357, 58, M, 92, M, 92, M, 92, 14.94, 4
TAG MTN ALASKA, RAWS, -158.660, 66.181, 2017, 49.9, 0, 0, 0, 0, 0, M, 92
RAM CREEK ALASKA, RAWS, -154.473, 67.685, 3000, 44.8, 27, 0, 27, 0, 27, M, 92
STUART CREEK ALASKA, RAWS, -146.504, 64.719, 1543, 57.9, 0, 5, 0, 5, 0, M, 92
EIELSON VISITOR CENTER ALASKA, RAWS, -150.309, 63.431, 3730, 48.6, 0, 0, 0, 0, 0, M, 92
GATES GLACIER ALASKA, RAWS, -143.013, 61.603, 4060, 46.8, 0, 0, 0, 0, 0, M, 92
WIGAND ALASKA, RAWS, -150.050, 63.812, 1720, 54.5, 0, 1, 0, 1, 0, M, 92
TAHINICHOK ALASKA, RAWS, -163.567, 67.550, 966, 50.2, 1, 0, 0, 0, 0, M, 92
SISIAK ALASKA, RAWS, -160.396, 67.995, 1823, 48.4, 0, 0, 0, 0, 0, M, 92
BUCKLAND UPLANDS ALASKA, RAWS, -160.874, 65.908, 400, 54.1, 0, 0, 0, 0, 0, M, 92
OKLAHOMA ALASKA, RAWS, -146.252, 64.022, 1587, 56.2, 0, 1, 0, 1, 0, M, 92
PT. MAC ALASKA, RAWS, -150.091, 61.423, 200, 57.7, 0, 2, 0, 2, 0, M, 92
EAGLECREST BASE, COOP, -134.514, 58.276, 1134, 53.4, 0, 0, 0, 0, 0, 23.57, 0
JUNEAU-DOUGLAS WWTP, COOP, -134.385, 58.287, 41, M, 92, M, 92, M, 92, 17.06, 0
KETCHIKAN 10N, COOP, -131.818, 55.452, 295, 60.0, 0, 3, 0, 3, 0, 10.06, 0
CORDOVA 14 ESE, WBAN, -145.354, 60.473, 83, 52.9, 1, 0, 1, 0, 1, 37.41, 1
TOOLIK LAKE 5 ENE, WBAN, -149.399, 68.648, 800, 44.3, 1, 0, 1, 0, 1, 9.07, 1
WASILLA 2.7 NW, CoCoRaHS, -149.523, 61.606, 493, M, 92, M, 92, M, 92, 7.89, 21
ANCHORAGE 2.6 SW, CoCoRaHS, -149.949, 61.190, 66, M, 92, M, 92, M, 92, 6.73, 11
BETHEL 87 WNW, WBAN, -164.077, 61.347, 153, 52.1, 79, 0, 79, 0, 79, 1.91, 77
ROUND LAKE ALASKA, RAWS, -153.940, 64.685, 570, 58.6, 0, 7, 0, 8, 0, M, 92
RUTH GLACIER ALASKA, RAWS, -150.540, 62.710, 3300, 47.6, 0, 0, 0, 0, 0, M, 92
SALMON TROUT ALASKA, RAWS, -141.620, 66.813, 2210, 52.5, 0, 2, 0, 2, 0, M, 92
SELAWIK ALASKA, RAWS, -159.112, 66.603, 105, 56.0, 0, 1, 0, 1, 0, M, 92
SEVEN MILE ALASKA, RAWS, -149.855, 65.938, 823, 57.3, 2, 7, 1, 8, 1, M, 92
SKILAK GUARD STATION ALASKA, RAWS, -150.461, 60.484, 590, 58.0, 0, 5, 0, 5, 0, M, 92
SALCHA ALASKA, RAWS, -146.140, 64.590, 1000, 54.4, 0, 10, 0, 11, 0, M, 92
STONEY ALASKA, RAWS, -153.896, 61.001, 1250, 54.3, 0, 3, 0, 3, 0, M, 92
STONEY RIVER ALASKA, RAWS, -156.433, 61.647, 265, 63.4, 85, 0, 85, 0, 85, M, 92
SWANSON RIVER ALASKA, RAWS, -150.872, 60.728, 280, 57.0, 0, 0, 0, 0, 0, M, 92
TELIDA ALASKA, RAWS, -153.357, 63.440, 650, 56.2, 0, 4, 0, 4, 0, M, 92
THORNE BAY ALASKA, RAWS, -132.983, 55.750, 1800, 59.0, 0, 4, 0, 4, 0, M, 92
T LAKE ALASKA, RAWS, -143.817, 63.753, 2073, 60.2, 4, 14, 4, 16, 4, M, 92
TOK RIVER VALLEY ALASKA, RAWS, -143.347, 62.957, 2300, 54.9, 51, 0, 51, 0, 51, M, 92
GOLD KING ALASKA, RAWS, -148.462, 64.404, 556, 57.7, 0, 9, 0, 10, 0, M, 92
VUNZIK LAKE ALASKA, RAWS, -146.716, 66.798, 525, 58.8, 0, 6, 0, 7, 0, M, 92
WONDER LAKE ALASKA, RAWS, -150.871, 63.490, 2120, 52.7, 0, 0, 0, 0, 0, M, 92
ZAREMBO ALASKA, RAWS, -132.849, 56.300, 1100, 58.4, 0, 6, 0, 7, 0, M, 92
KING SALMON 42 SE, WBAN, -155.922, 58.208, 661, 52.0, 0, 0, 0, 0, 0, 12.65, 0
GUSTAVUS 2 NE, WBAN, -135.690, 58.429, 20, 54.3, 1, 3, 1, 3, 1, 10.57, 0
METLAKATLA 6 S, WBAN, -131.588, 55.046, 105, 58.9, 1, 2, 1, 2, 1, 8.92, 0
ALPINE, COOP, -150.928, 70.346, 17, 42.8, 2, 0, 2, 0, 2, 2.49, 2
CHUGIAK 0.8, CoCoRaHS, -149.487, 61.407, 191, M, 92, M, 92, M, 92, 6.58, 2
TALKEETNA 7.6 S, CoCoRaHS, -150.073, 62.227, 383, M, 92, M, 92, M, 92, 12.22, 0
FAIRBANKS 7.2 ENE, CoCoRaHS, -147.444, 64.893, 804, M, 92, M, 92, M, 92, 7.23, 0
FAIRBANKS 7.0 NNE, CoCoRaHS, -147.539, 64.928, 1422, M, 92, M, 92, M, 92, 9.84, 49
LONG LAKE, Snotel, -133.830, 58.190, 850, 55.3, 1, 0, 1, 0, 1, 25.40, 0
MOORE CREEK BRIDGE, Snotel, -135.210, 59.590, 2250, 51.7, 0, 0, 0, 0, 0, 12.20, 0
AMERICAN CREEK, Snotel, -141.230, 64.790, 1050, 55.7, 0, 6, 0, 7, 0, 10.10, 0
MAY CREEK, Snotel, -142.710, 61.350, 1610, 53.7, 0, 1, 0, 1, 0, 8.60, 0
CHISANA, Snotel, -142.050, 62.070, 3320, 51.9, 0, 0, 0, 0, 0, 5.40, 0
UPPER CHENA, Snotel, -144.930, 65.100, 2850, 49.5, 3, 0, 0, 0, 0, 14.10, 0
MT. EYAK, Snotel, -145.750, 60.550, 1405, 51.3, 0, 0, 0, 0, 0, 40.30, 0
UPPER TSAINA RIVER, Snotel, -145.650, 61.190, 1750, 52.2, 0, 0, 0, 0, 0, 15.50, 3
FIELDING LAKE, Snotel, -145.630, 63.200, 3000, 50.0, 12, 0, 11, 0, 11, M, 92
GRANITE CRK, Snotel, -145.400, 63.940, 1240, 57.7, 0, 13, 0, 14, 0, 8.30, 0
TEUCHET CREEK, Snotel, -145.520, 64.950, 1640, 53.3, 1, 4, 0, 4, 0, 9.40, 0
MONUMENT CREEK, Snotel, -145.870, 65.080, 1850, 51.9, 5, 0, 0, 0, 0, 14.00, 0
EAGLE SUMMIT, Snotel, -145.410, 65.490, 3650, 48.6, 0, 0, 0, 0, 0, 10.00, 0
FORT YUKON, Snotel, -145.250, 66.570, 430, 58.3, 0, 5, 0, 5, 0, 2.10, 0
SUGARLOAF MTN, Snotel, -146.300, 61.080, 550, 52.5, 0, 0, 0, 0, 0, 25.00, 0
MUNSON RIDGE, Snotel, -146.210, 64.850, 3100, 50.9, 1, 0, 0, 0, 0, 15.00, 0
MT. RYAN, Snotel, -146.150, 65.250, 2800, 52.0, 0, 0, 0, 0, 0, 10.90, 0
LITTLE CHENA RIDGE, Snotel, -146.730, 65.120, 2000, 54.3, 0, 0, 0, 0, 0, 11.70, 0
UPPER NOME CREEK, Snotel, -146.590, 65.370, 2520, 49.8, 0, 0, 0, 0, 0, 13.90, 0
MONAHAN FLAT, Snotel, -147.650, 63.310, 2710, 51.1, 0, 0, 0, 0, 0, 10.40, 0
FAIRBANKS F.O., Snotel, -147.800, 64.850, 450, 57.5, 0, 3, 0, 3, 0, 6.40, 0
ESTHER ISLAND, Snotel, -148.090, 60.800, 50, 52.3, 0, 0, 0, 0, 0, 35.20, 0
MORAINE, Snotel, -149.000, 61.380, 2100, 53.3, 4, 0, 4, 0, 4, 6.90, 0
SAGWON, Snotel, -148.690, 69.420, 1000, 44.1, 0, 0, 0, 0, 0, 6.70, 0
PRUDHOE BAY, Snotel, -148.570, 70.270, 30, 41.4, 0, 0, 0, 0, 0, 4.00, 0
MT. ALYESKA, Snotel, -149.090, 60.960, 1540, 51.8, 0, 0, 0, 0, 0, 14.40, 0
GRANDVIEW, Snotel, -149.060, 60.610, 1100, 52.3, 0, 0, 0, 0, 0, 6.50, 0
COOPER LAKE, Snotel, -149.690, 60.390, 1200, 53.3, 0, 0, 0, 0, 0, 9.00, 1
TURNAGAIN PASS, Snotel, -149.180, 60.780, 1880, 52.3, 0, 0, 0, 0, 0, 9.00, 0
GROUSE CREEK DIVIDE, Snotel, -149.340, 60.260, 700, 53.1, 0, 1, 0, 1, 0, 9.90, 0
EXIT GLACIER, Snotel, -149.620, 60.190, 400, 53.6, 1, 0, 0, 0, 0, 13.90, 0
SUMMIT CREEK, Snotel, -149.530, 60.620, 1400, 52.8, 0, 0, 0, 0, 0, 8.30, 0
INDIAN PASS, Snotel, -149.480, 61.070, 2350, 49.6, 0, 0, 0, 0, 0, 13.50, 0
ANCHORAGE HILLSIDE, Snotel, -149.670, 61.110, 2080, 52.0, 0, 0, 0, 0, 0, 9.80, 0
INDEPENDENCE MINE, Snotel, -149.280, 61.790, 3550, M, 92, M, 92, M, 92, 22.80, 0
IMNAVIAT CREEK, Snotel, -149.300, 68.620, 3050, 44.6, 0, 0, 0, 0, 0, 8.70, 0
ATIGUN PASS, Snotel, -149.480, 68.130, 4800, 40.6, 0, 0, 0, 0, 0, 14.30, 0
MIDDLE FORK BRADLEY, Snotel, -150.760, 59.780, 2300, 49.5, 0, 0, 0, 0, 0, 6.70, 0
NUKA GLACIER, Snotel, -150.710, 59.700, 1250, 51.6, 0, 0, 0, 0, 0, 22.00, 0
KACHEMAK CREEK, Snotel, -150.660, 59.730, 1660, 52.0, 0, 0, 0, 0, 0, 9.90, 0
KENAI MOOSE PENS, Snotel, -150.480, 60.730, 300, 55.0, 0, 0, 0, 0, 0, 7.00, 0
ALEXANDER LAKE, Snotel, -150.890, 61.750, 160, 45.5, 26, 0, 26, 0, 26, 7.20, 0
TOKOSITNA VALLEY, Snotel, -150.780, 62.630, 850, 54.0, 0, 0, 0, 0, 0, 24.70, 1
SUSITNA VALLEY HIGH, Snotel, -150.040, 62.130, 375, 56.7, 0, 0, 0, 0, 0, 10.50, 0
KANTISHNA, Snotel, -150.990, 63.540, 1550, 53.2, 0, 0, 0, 0, 0, 17.60, 0
GOBBLERS KNOB, Snotel, -150.670, 66.750, 2030, 52.1, 0, 0, 0, 0, 0, 9.90, 0
COLDFOOT, Snotel, -150.180, 67.250, 1040, 54.3, 4, 1, 4, 1, 4, 8.00, 0
ANCHOR RIVER DIVIDE, Snotel, -151.320, 59.860, 1653, 50.0, 63, 0, 63, 0, 63, 7.30, 0
MCNEIL CANYON, Snotel, -151.250, 59.740, 1320, 49.8, 47, 0, 47, 0, 47, 6.10, 0
PORT GRAHAM, Snotel, -151.850, 59.350, 300, 53.1, 0, 0, 0, 0, 0, 11.40, 0
BETTLES FIELD, Snotel, -151.530, 66.920, 640, 51.2, 0, 0, 0, 0, 0, 6.30, 0
TELAQUANA LAKE, Snotel, -153.920, 60.980, 1275, 55.7, 0, 0, 0, 0, 0, 9.80, 0
MCNEIL RIVER SGS, Snotel, -154.280, 59.080, 140, 53.8, 0, 0, 0, 0, 0, 13.50, 0
KELLY STATION, Snotel, -162.280, 67.930, 310, 52.8, 0, 0, 0, 0, 0, 4.40, 0
ROCKY POINT, Snotel, -163.420, 64.530, 250, 52.0, 0, 0, 0, 0, 0, 5.80, 0
PARGON CREEK, Snotel, -163.100, 64.990, 100, 53.1, 0, 0, 0, 0, 0, 5.20, 0
JOHNSON'S CAMP, Snotel, -164.290, 64.560, 25, 52.6, 0, 0, 0, 0, 0, M, 92
FAIRBANKS 5.7 N, CoCoRaHS, -147.630, 64.919, 996, M, 92, M, 92, M, 92, 8.76, 0
ANCHORAGE 4.7 SSW, CoCoRaHS, -149.935, 61.153, 116, M, 92, M, 92, M, 92, 6.23, 0
SELAWIK 28 E, WBAN, -159.004, 66.562, 22, 56.0, 1, 0, 1, 0, 1, 5.39, 0
VALDEZ, COOP, -146.382, 61.131, 62, 52.8, 1, 0, 1, 0, 1, 23.04, 1
DENALI 27 N, WBAN, -150.875, 63.452, 2225, 53.1, 1, 0, 1, 0, 1, 15.70, 1
GLENNALLEN 64 N, WBAN, -145.500, 63.030, 2669, 51.1, 1, 0, 1, 0, 1, 13.51, 1
WALES AIRPORT, WBAN, -168.100, 65.617, 23, 49.0, 91, 0, 91, 0, 91, T, 91
